contact_id,customer_id,source_customer_id,customer_full_name,contact_full_name,contact_email,role,influence_level,preferred_channel,synthetic_flag
CT001820,C000598,9761,Helen Smith,Helen Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001821,C000598,9761,Helen Smith,Helen Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001822,C000599,5047,Shirley Whitehead,Shirley Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001823,C000599,5047,Shirley Whitehead,Shirley Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001824,C000599,5047,Shirley Whitehead,Shirley Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001825,C000600,7268,Mary Reed,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001826,C000600,7268,Mary Reed,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001827,C000600,7268,Mary Reed,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001828,C000601,801,Elizabeth Parker,Elizabeth Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001829,C000601,801,Elizabeth Parker,Elizabeth Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001830,C000601,801,Elizabeth Parker,Elizabeth Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001831,C000601,801,Elizabeth Parker,Elizabeth Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001832,C000602,1607,Mary Ortiz,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001833,C000602,1607,Mary Ortiz,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001834,C000602,1607,Mary Ortiz,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001835,C000603,10493,Frances Taylor,Frances Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001836,C000603,10493,Frances Taylor,Frances Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001837,C000603,10493,Frances Taylor,Frances Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001838,C000604,3184,Tyler Smith,Tyler Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001839,C000604,3184,Tyler Smith,Tyler Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001840,C000604,3184,Tyler Smith,Tyler Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001841,C000605,2217,Mary Martinez,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001842,C000605,2217,Mary Martinez,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001843,C000606,11128,Timothy Lyons,Timothy Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001844,C000606,11128,Timothy Lyons,Timothy Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001845,C000607,9702,Katherine Tyler,Katherine Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001846,C000607,9702,Katherine Tyler,Katherine Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001847,C000608,1927,Laura Stevens,Laura Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001848,C000608,1927,Laura Stevens,Laura Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001849,C000608,1927,Laura Stevens,Laura Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001850,C000608,1927,Laura Stevens,Laura Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001851,C000609,11516,Kevin Smith,Kevin Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001852,C000609,11516,Kevin Smith,Kevin Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001853,C000609,11516,Kevin Smith,Kevin Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001854,C000609,11516,Kevin Smith,Kevin Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001855,C000610,3302,Terry Smith,Terry Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001856,C000610,3302,Terry Smith,Terry Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001857,C000610,3302,Terry Smith,Terry Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001858,C000611,7762,Mary Roberson,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001859,C000611,7762,Mary Roberson,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001860,C000611,7762,Mary Roberson,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001861,C000612,2549,Stephanie Smith,Stephanie Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001862,C000612,2549,Stephanie Smith,Stephanie Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001863,C000612,2549,Stephanie Smith,Stephanie Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001864,C000613,3180,Raymond Smith,Raymond Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001865,C000613,3180,Raymond Smith,Raymond Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001866,C000613,3180,Raymond Smith,Raymond Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001867,C000613,3180,Raymond Smith,Raymond Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001868,C000614,4568,Mary Hodge,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001869,C000614,4568,Mary Hodge,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001870,C000615,12189,Judith Hicks,Judith Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001871,C000615,12189,Judith Hicks,Judith Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001872,C000615,12189,Judith Hicks,Judith Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001873,C000615,12189,Judith Hicks,Judith Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001874,C000616,6359,Jerry Smith,Jerry Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001875,C000616,6359,Jerry Smith,Jerry Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001876,C000617,2687,Kelly Smith,Kelly Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001877,C000617,2687,Kelly Smith,Kelly Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001878,C000618,7802,Mary Acevedo,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001879,C000618,7802,Mary Acevedo,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001880,C000618,7802,Mary Acevedo,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001881,C000618,7802,Mary Acevedo,Mary Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001882,C000619,9161,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001883,C000619,9161,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001884,C000619,9161,Mary Smith,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001885,C000619,9161,Mary Smith,Mary Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001886,C000620,8637,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001887,C000620,8637,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001888,C000621,4704,Henry James,Henry Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001889,C000621,4704,Henry James,Henry Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001890,C000621,4704,Henry James,Henry Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001891,C000622,5364,Thomas Colon,Thomas Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001892,C000622,5364,Thomas Colon,Thomas Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001893,C000622,5364,Thomas Colon,Thomas Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001894,C000622,5364,Thomas Colon,Thomas Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001895,C000623,11417,Kenneth Whitney,Kenneth Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001896,C000623,11417,Kenneth Whitney,Kenneth Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001897,C000623,11417,Kenneth Whitney,Kenneth Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001898,C000623,11417,Kenneth Whitney,Kenneth Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001899,C000624,6060,Michael Smith,Michael Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001900,C000624,6060,Michael Smith,Michael Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001901,C000625,548,Ryan Horton,Ryan Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001902,C000625,548,Ryan Horton,Ryan Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001903,C000626,11554,Hannah Marshall,Hannah Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001904,C000626,11554,Hannah Marshall,Hannah Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001905,C000626,11554,Hannah Marshall,Hannah Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001906,C000627,8579,Mary Conrad,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001907,C000627,8579,Mary Conrad,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001908,C000628,6428,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001909,C000628,6428,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001910,C000628,6428,Mary Smith,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001911,C000629,7571,Amber Booth,Amber Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001912,C000629,7571,Amber Booth,Amber Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001913,C000630,1832,Mary Valenzuela,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001914,C000630,1832,Mary Valenzuela,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001915,C000630,1832,Mary Valenzuela,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001916,C000631,4552,Janice Smith,Janice Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001917,C000631,4552,Janice Smith,Janice Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001918,C000631,4552,Janice Smith,Janice Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001919,C000631,4552,Janice Smith,Janice Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001920,C000632,1725,Mary Dyer,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001921,C000632,1725,Mary Dyer,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001922,C000633,2800,Edward Hernandez,Edward Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001923,C000633,2800,Edward Hernandez,Edward Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001924,C000633,2800,Edward Hernandez,Edward Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001925,C000634,8285,Eric Smith,Eric Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001926,C000634,8285,Eric Smith,Eric Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001927,C000635,4464,Mary Johnson,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001928,C000635,4464,Mary Johnson,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001929,C000636,2844,Robert Smith,Robert Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001930,C000636,2844,Robert Smith,Robert Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001931,C000636,2844,Robert Smith,Robert Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001932,C000637,8954,Mary Hayden,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001933,C000637,8954,Mary Hayden,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001934,C000637,8954,Mary Hayden,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001935,C000638,9603,Mary Moore,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001936,C000638,9603,Mary Moore,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001937,C000638,9603,Mary Moore,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001938,C000639,8254,Jesse Esparza,Jesse Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001939,C000639,8254,Jesse Esparza,Jesse Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001940,C000639,8254,Jesse Esparza,Jesse Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001941,C000640,9528,Mary Flores,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001942,C000640,9528,Mary Flores,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001943,C000641,4200,Ralph Campbell,Ralph Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001944,C000641,4200,Ralph Campbell,Ralph Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001945,C000641,4200,Ralph Campbell,Ralph Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001946,C000642,564,Mary Mccann,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001947,C000642,564,Mary Mccann,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001948,C000642,564,Mary Mccann,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001949,C000643,1387,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001950,C000643,1387,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001951,C000643,1387,Mary Smith,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001952,C000644,12238,Rebecca Gallagher,Rebecca Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001953,C000644,12238,Rebecca Gallagher,Rebecca Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001954,C000644,12238,Rebecca Gallagher,Rebecca Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001955,C000645,6907,Timothy Smith,Timothy Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001956,C000645,6907,Timothy Smith,Timothy Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001957,C000645,6907,Timothy Smith,Timothy Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001958,C000646,7616,Mary Mason,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001959,C000646,7616,Mary Mason,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001960,C000646,7616,Mary Mason,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001961,C000646,7616,Mary Mason,Mary Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001962,C000647,4807,Raymond Rodgers,Raymond Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001963,C000647,4807,Raymond Rodgers,Raymond Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001964,C000647,4807,Raymond Rodgers,Raymond Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001965,C000648,7940,Mary Mejia,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001966,C000648,7940,Mary Mejia,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001967,C000648,7940,Mary Mejia,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001968,C000648,7940,Mary Mejia,Mary Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001969,C000649,9077,Sean Smith,Sean Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001970,C000649,9077,Sean Smith,Sean Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001971,C000649,9077,Sean Smith,Sean Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001972,C000650,3304,Amanda Gibson,Amanda Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001973,C000650,3304,Amanda Gibson,Amanda Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001974,C000650,3304,Amanda Gibson,Amanda Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001975,C000650,3304,Amanda Gibson,Amanda Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001976,C000651,2071,Walter Howard,Walter Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001977,C000651,2071,Walter Howard,Walter Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001978,C000651,2071,Walter Howard,Walter Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001979,C000652,7316,Marilyn Wu,Marilyn Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001980,C000652,7316,Marilyn Wu,Marilyn Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001981,C000653,10533,Michael Smith,Michael Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001982,C000653,10533,Michael Smith,Michael Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001983,C000654,12123,Jeremy Tucker,Jeremy Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001984,C000654,12123,Jeremy Tucker,Jeremy Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001985,C000655,7176,Mary Hudson,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001986,C000655,7176,Mary Hudson,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001987,C000655,7176,Mary Hudson,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001988,C000655,7176,Mary Hudson,Mary Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT001989,C000656,11224,Mary Smith,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001990,C000656,11224,Mary Smith,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001991,C000656,11224,Mary Smith,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001992,C000657,11430,Mary Miller,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001993,C000657,11430,Mary Miller,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001994,C000658,10916,Randy Smith,Randy Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001995,C000658,10916,Randy Smith,Randy Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001996,C000658,10916,Randy Smith,Randy Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT001997,C000659,4212,Robert Mendez,Robert Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT001998,C000659,4212,Robert Mendez,Robert Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT001999,C000659,4212,Robert Mendez,Robert Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT002000,C000659,4212,Robert Mendez,Robert Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT002001,C000660,2384,Mary Mays,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT002002,C000660,2384,Mary Mays,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT002003,C000660,2384,Mary Mays,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT002004,C000661,12019,Mary Walters,Mary Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT002005,C000661,12019,Mary Walters,Mary Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
CT002006,C000661,12019,Mary Walters,Mary Operations Contact,XXXXXXXXX+operations.contact@XXXXXXXXX,Operations Contact,Medium,Phone,true
CT002007,C000661,12019,Mary Walters,Mary Executive Sponsor,XXXXXXXXX+executive.sponsor@XXXXXXXXX,Executive Sponsor,High,Email,true
CT002008,C000662,12075,Aaron Carr,Aaron Primary Buyer,XXXXXXXXX+primary.buyer@XXXXXXXXX,Primary Buyer,High,Email,true
CT002009,C000662,12075,Aaron Carr,Aaron Billing Contact,XXXXXXXXX+billing.contact@XXXXXXXXX,Billing Contact,Medium,Email,true
