customer_id,source_customer_id,customer_first_name,customer_last_name,customer_full_name,customer_email,customer_segment,customer_city,customer_state,customer_country,customer_street,customer_zipcode,latitude,longitude,primary_market,primary_region,total_orders,total_order_items,total_sales,total_profit,late_delivery_count,late_delivery_rate,avg_days_scheduled,avg_days_actual,avg_shipping_delay,top_category,top_product,first_order_date,last_order_date,support_ticket_count,open_support_ticket_count,critical_support_ticket_count,avg_ticket_satisfaction,review_count,last_review_decision,lifecycle_stage,churn_risk_reason,next_best_action,last_meaningful_touch_date,data_quality_flags,risk_score,risk_band,health_score,globe_x,globe_y,globe_z
C000446,9436,Mary,Torres,Mary Torres,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,6964 Colonial Square,725,18.20955658,-66.37055206,Europe,Western Europe,7,26,5769.54,1151.82,10,0.3846,4.0,4.46,0.46,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-10-05,2017-07-25,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-07-25,none,29,Low,71,0.821653,0.554777,-0.130799
C000447,9489,Danielle,Dixon,Danielle Dixon,XXXXXXXXX,Corporate,Miami,FL,EE. UU.,1701 Heather Acres,33147,25.75678062,-80.19624329,LATAM,Central America,9,31,5763.25,-160.02,17,0.5484,2.74,3.23,0.48,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-04-29,2017-07-18,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-18,none,41,Medium,59,-0.517923,0.553777,0.651987
C000448,6789,Jessica,Mcintosh,Jessica Mcintosh,XXXXXXXXX,Corporate,Pompano Beach,FL,EE. UU.,9332 Silent Towers,33068,26.21472931,-80.23004913,LATAM,Central America,9,29,5759.44,1026.04,23,0.7931,2.24,3.62,1.38,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-01-02,2017-07-27,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-07-27,none,62,High,38,-0.058558,0.552776,-0.83127
C000449,9876,Mary,Smith,Mary Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,2878 Hazy Wagon  Thicket,725,18.27272224,-66.37054443,Europe,Western Europe,8,27,5759.38,611.1,12,0.4444,2.74,2.81,0.07,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-01-13,2017-09-23,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-09-23,none,31,Low,69,0.605174,0.551776,0.573853
C000450,9353,Michael,Scott,Michael Scott,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,5703 Tawny Creek Townline,725,18.2988205,-66.37059784,LATAM,South America,11,31,5757.21,560.89,24,0.7742,2.39,3.74,1.35,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-04-04,2017-09-24,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-24,none,61,High,39,-0.83453,0.550775,-0.014364
C000451,238,Charles,Turner,Charles Turner,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,7760 Golden Limits,725,18.35900307,-66.07815552,Pacific Asia,Central America,7,27,5756.34,775.91,21,0.7778,2.07,2.78,0.7,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2016-01-26,2017-04-10,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-04-10,none,58,High,42,0.625553,0.549775,-0.553562
C000452,5784,Matthew,Wolfe,Matthew Wolfe,XXXXXXXXX,Home Office,Antioch,TN,EE. UU.,406 Shady Cider Corner,37013,35.79449081,-85.57678986,LATAM,Caribbean,8,29,5756.22,1243.89,6,0.2069,2.62,2.66,0.03,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2015-05-20,2017-04-30,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-04-30,none,15,Low,85,-0.087406,0.548774,0.831389
C000453,1261,Victoria,Hancock,Victoria Hancock,XXXXXXXXX,Consumer,Fullerton,CA,EE. UU.,1632 Honey Abbey,92833,33.86329651,-117.9716263,Europe,Western Europe,10,28,5754.48,1035.49,9,0.3214,3.46,3.14,-0.32,Cleats,Perfect Fitness Perfect Rip Deck,2015-02-09,2017-09-22,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-09-22,none,22,Low,78,-0.497535,0.547774,-0.672609
C000454,2508,Brandon,Adkins,Brandon Adkins,XXXXXXXXX,Consumer,Ann Arbor,MI,EE. UU.,5621 Cinder Maze,48103,42.26944733,-83.7731247,LATAM,Central America,8,31,5753.33,471.66,16,0.5161,2.26,2.65,0.39,Cleats,Perfect Fitness Perfect Rip Deck,2015-05-09,2017-06-30,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-06-30,none,38,Medium,62,0.82185,0.546773,0.160006
C000455,10211,Jeffrey,Smith,Jeffrey Smith,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,3865 Wishing Hill,725,18.26724815,-66.37057495,USCA,East of USA,10,28,5752.42,-417.07,15,0.5357,3.07,3.68,0.61,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-03-28,2017-03-27,1,0,0,2.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-03-27,none,41,Medium,59,-0.714645,0.545773,0.437509
C000456,11741,Mary,Smith,Mary Smith,XXXXXXXXX,Consumer,Roseville,MI,EE. UU.,8093 Old Autumn Green,48066,42.4993248,-82.93652344,Europe,Western Europe,8,29,5746.28,1184.2,20,0.6897,3.28,3.79,0.52,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-06-04,2017-06-21,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-06-21,none,51,Medium,49,0.231604,0.544772,-0.805967
C000457,8666,Mary,Smith,Mary Smith,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,4545 Middle Pine Chase,725,18.2885685,-66.37052155,LATAM,Western Europe,10,34,5744.37,437.54,25,0.7353,2.65,3.88,1.24,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-02-04,2017-08-18,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-08-18,none,58,High,42,0.373934,0.543772,0.751322
C000458,6156,Mary,Hernandez,Mary Hernandez,XXXXXXXXX,Corporate,Bronx,NY,EE. UU.,5918 Golden Beacon Freeway,10461,40.84625626,-73.84725189,Europe,Western Europe,7,27,5743.44,578.96,15,0.5556,2.96,3.59,0.63,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-04-14,2017-05-18,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-05-18,none,42,Medium,58,-0.783843,0.542771,-0.301645
C000459,10653,Mary,Smith,Mary Smith,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,4210 Dewy Round,725,18.24949455,-66.37054443,Europe,Western Europe,8,30,5739.46,882.71,22,0.7333,3.27,4.23,0.97,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-06-15,2017-06-28,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-06-28,none,56,High,44,0.782341,0.541771,-0.30729
C000460,7830,Christina,Carroll,Christina Carroll,XXXXXXXXX,Corporate,East Lansing,MI,EE. UU.,2803 Pleasant Barn Dell,48823,42.75529099,-84.45345306,Europe,Western Europe,9,25,5739.31,379.69,17,0.68,2.68,4.0,1.32,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2015-01-31,2017-06-21,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-06-21,none,54,Medium,46,-0.369585,0.54077,0.755628
C000461,5873,Jerry,Clark,Jerry Clark,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,9087 Foggy Townline,725,18.28213882,-66.37054443,Europe,Western Europe,9,34,5739.25,-391.2,21,0.6176,1.88,2.29,0.41,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2015-06-27,2017-08-11,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-08-11,none,45,Medium,55,-0.238081,0.53977,-0.807444
C000462,3295,Maria,Joseph,Maria Joseph,XXXXXXXXX,Corporate,Los Angeles,CA,EE. UU.,8808 Gentle Crossing,90024,34.06435013,-118.437088,LATAM,Central America,7,28,5734.49,652.27,19,0.6786,2.86,3.79,0.93,Cleats,Perfect Fitness Perfect Rip Deck,2015-01-27,2017-02-02,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-02-02,none,52,Medium,48,0.721523,0.538769,0.434894
C000463,4257,William,Smith,William Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,2749 Green Cider Green,725,18.27404976,-66.37057495,LATAM,South America,5,25,5734.43,468.05,15,0.6,3.6,4.4,0.8,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2015-01-03,2017-04-28,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-04-28,none,46,Medium,54,-0.826421,0.537769,0.166831
C000464,10967,Alexander,Cunningham,Alexander Cunningham,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,7373 Pleasant Estates,725,18.21508598,-66.37055969,Europe,Western Europe,8,27,5734.41,1822.33,16,0.5926,2.33,2.56,0.22,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-08-23,2017-09-25,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-25,none,43,Medium,57,0.49706,0.536768,-0.681771
C000465,10438,Barbara,Johnston,Barbara Johnston,XXXXXXXXX,Corporate,North Richland Hills,TX,EE. UU.,872 Bright Leaf Vista,76180,32.84292221,-97.22615814,Europe,Southern Europe,9,33,5733.27,494.32,12,0.3636,3.09,3.06,-0.03,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-03-14,2017-09-26,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-09-26,none,25,Low,75,0.094084,0.535768,0.839107
C000466,8027,James,Smith,James Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,9451 Bright Walk,725,18.26667023,-66.37062073,Pacific Asia,Western Europe,7,25,5729.61,300.39,10,0.4,2.92,2.76,-0.16,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2015-10-25,2017-09-12,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-09-12,none,28,Low,72,-0.636661,0.534767,-0.555596
C000467,1658,Dylan,Conner,Dylan Conner,XXXXXXXXX,Consumer,Los Angeles,CA,EE. UU.,6829 Cozy River Landing,90066,34.0015831,-118.4321518,USCA,East of USA,9,25,5729.42,221.58,14,0.56,3.0,4.0,1.0,Cleats,Perfect Fitness Perfect Rip Deck,2015-02-28,2017-03-31,1,0,0,2.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-03-31,none,44,Medium,56,0.845386,0.533767,-0.020394
C000468,2872,Mary,Ortiz,Mary Ortiz,XXXXXXXXX,Corporate,Bronx,NY,EE. UU.,9741 Honey Goose Landing,10461,40.84625626,-73.84725189,LATAM,Western Europe,8,26,5729.36,521.85,21,0.8077,2.62,3.73,1.12,Cleats,Perfect Fitness Perfect Rip Deck,2015-03-13,2017-06-27,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-06-27,none,62,High,38,-0.61004,0.532766,0.586525
C000469,10555,Mary,Howell,Mary Howell,XXXXXXXXX,Corporate,Van Nuys,CA,EE. UU.,1454 Emerald Hollow,91405,34.18439102,-118.4465179,Europe,Western Europe,8,29,5728.19,944.01,17,0.5862,3.14,3.76,0.62,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-08-20,2017-09-16,1,0,0,1.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-16,none,44,Medium,56,0.053672,0.531766,-0.845189
C000470,11960,Ryan,Allen,Ryan Allen,XXXXXXXXX,Corporate,Chesapeake,VA,EE. UU.,3151 Rocky Gate Limits,23322,36.8747406,-76.25379944,LATAM,South America,9,29,5725.31,309.72,5,0.1724,2.93,3.17,0.24,Cleats,Perfect Fitness Perfect Rip Deck,2015-01-19,2017-08-29,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-08-29,none,13,Low,87,0.531734,0.530765,0.65996
C000471,679,Grace,Smith,Grace Smith,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,4647 Umber View Farms,725,18.24757767,-66.02545929,LATAM,Western Europe,10,34,5724.21,724.56,18,0.5294,2.09,2.68,0.59,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-02-02,2017-07-25,1,0,0,4.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-25,none,40,Medium,60,-0.838499,0.529765,-0.127546
C000472,9692,Carolyn,Price,Carolyn Price,XXXXXXXXX,Consumer,Laredo,TX,EE. UU.,2831 Umber Loop,78046,27.50743485,-99.467659,LATAM,Central America,8,28,5722.31,667.84,16,0.5714,3.21,3.96,0.75,Water Sports,Pelican Sunstream 100 Kayak,2015-01-06,2017-07-01,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-01,none,44,Medium,56,0.704958,0.528764,-0.472697
C000473,6125,Jeremy,Pennington,Jeremy Pennington,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,8647 Thunder Trail,725,18.23030853,-66.37051392,LATAM,South America,7,23,5719.58,962.9,18,0.7826,2.39,3.83,1.43,Water Sports,Pelican Sunstream 100 Kayak,2015-01-27,2017-05-27,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-05-27,none,62,High,38,-0.200659,0.527764,0.825349
C000474,5549,Kathryn,Smith,Kathryn Smith,XXXXXXXXX,Corporate,Brooklyn,NY,EE. UU.,1336 Golden Autoroute,11236,40.64571381,-73.8972168,LATAM,Central America,11,35,5717.11,1179.58,19,0.5429,3.09,4.03,0.94,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,2015-01-25,2017-02-21,1,0,0,2.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-02-21,none,43,Medium,57,-0.409855,0.526763,-0.744674
C000475,10307,Bobby,Miller,Bobby Miller,XXXXXXXXX,Consumer,Tustin,CA,EE. UU.,6324 Jagged Orchard,92780,36.82581329,-121.6408463,Europe,Western Europe,9,30,5716.32,758.52,20,0.6667,3.5,3.53,0.03,Cleats,Perfect Fitness Perfect Rip Deck,2015-08-26,2017-09-23,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-23,none,47,Medium,53,0.805821,0.525763,0.272444
C000476,10407,William,Clay,William Clay,XXXXXXXXX,Corporate,West Chester,PA,EE. UU.,8470 Amber Street,19382,39.96744919,-75.58142853,Europe,Southern Europe,9,28,5714.18,1285.19,17,0.6071,3.0,3.86,0.86,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-03-05,2017-07-18,1,0,0,2.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-18,none,47,Medium,53,-0.778786,0.524762,0.343682
C000477,2553,Hannah,Ellison,Hannah Ellison,XXXXXXXXX,Consumer,Ontario,CA,EE. UU.,4720 Noble Hills Wynd,91764,34.07656479,-117.61409,Europe,Western Europe,10,27,5709.4,-454.79,17,0.6296,3.33,4.37,1.04,Cleats,Perfect Fitness Perfect Rip Deck,2015-08-14,2017-07-26,1,0,0,3.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-26,none,49,Medium,51,0.342346,0.523762,-0.780046
C000478,5579,Mary,Hurley,Mary Hurley,XXXXXXXXX,Home Office,Elgin,IL,EE. UU.,6396 Blue Gate Parkway,60123,42.03330612,-88.29245758,LATAM,Central America,11,30,5709.27,416.11,24,0.8,2.13,3.37,1.23,Indoor/Outdoor Games,O'Brien Men's Neoprene Life Vest,2015-01-01,2017-09-19,1,0,0,4.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-19,none,62,High,38,0.274676,0.522761,0.807015
C000479,4406,Mary,Smith,Mary Smith,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,9299 Grand Branch Route,725,18.26360703,-66.37056732,Europe,Western Europe,8,25,5704.39,67.69,20,0.8,2.68,3.68,1.0,Cleats,Perfect Fitness Perfect Rip Deck,2015-08-25,2017-09-17,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-17,none,61,High,39,-0.748206,0.521761,-0.409821
C000480,2278,Marie,Smith,Marie Smith,XXXXXXXXX,Consumer,Reynoldsburg,OH,EE. UU.,4171 Stony Fawn Pike,43068,39.95420075,-82.8127594,Pacific Asia,Oceania,9,29,5699.6,617.78,13,0.4483,2.07,2.55,0.48,Water Sports,Pelican Sunstream 100 Kayak,2015-08-17,2017-06-22,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-06-22,none,34,Low,66,0.829128,0.52076,-0.203362
C000481,10735,Albert,Valdez,Albert Valdez,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,5958 Emerald Nook,725,18.28677559,-66.37055969,LATAM,Central America,8,28,5695.43,918.02,14,0.5,3.11,3.21,0.11,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-03-06,2016-10-22,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2016-10-22,none,36,Medium,64,-0.474342,0.51976,0.710527
C000482,8895,Mary,Ferguson,Mary Ferguson,XXXXXXXXX,Home Office,Rio Rancho,NM,EE. UU.,9026 Little Avenue,87124,35.24817276,-106.6763763,Pacific Asia,Eastern Asia,7,26,5695.35,350.7,17,0.6538,2.23,3.12,0.88,Cleats,Perfect Fitness Perfect Rip Deck,2015-07-19,2017-03-23,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-03-23,none,50,Medium,50,-0.130282,0.518759,-0.844935
C000483,578,Dylan,Knapp,Dylan Knapp,XXXXXXXXX,Consumer,Kaneohe,HI,EE. UU.,1596 Rocky Run,96744,33.88234711,-118.0990067,Africa,East of USA,8,29,5694.41,-488.39,17,0.5862,3.14,3.76,0.62,Water Sports,Pelican Sunstream 100 Kayak,2015-02-14,2017-01-13,1,0,0,5.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-01-13,none,44,Medium,56,0.667284,0.517759,0.535404
C000484,8769,Mary,Cantrell,Mary Cantrell,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,9203 Red Point,725,18.27845573,-66.37054443,LATAM,Central America,5,21,5689.55,-995.15,9,0.4286,2.29,2.71,0.43,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2015-02-27,2017-10-01,1,0,0,5.0,0,,Active,normal activity,Relationship check-in,2017-10-01,none,32,Low,68,-0.854298,0.516758,0.055993
C000485,5311,Mary,Smith,Mary Smith,XXXXXXXXX,Corporate,Brighton,MA,EE. UU.,5198 Colonial Loop,2135,42.34962845,-71.15328217,Europe,Northern Europe,11,32,5689.52,806.36,15,0.4688,2.78,3.53,0.75,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-07-18,2017-08-14,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-08-14,none,37,Medium,63,0.592527,0.515758,-0.618793
C000486,10081,Mary,Castillo,Mary Castillo,XXXXXXXXX,Corporate,San Diego,CA,EE. UU.,9900 Hidden Rise Downs,92115,32.77627945,-117.1342163,Africa,Southern Africa,7,25,5689.52,1071.3,15,0.6,2.96,3.8,0.84,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2015-01-11,2017-05-06,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-05-06,none,46,Medium,54,-0.018936,0.514757,0.857127
C000487,4013,Gloria,Thornton,Gloria Thornton,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,5883 Dusty Drive,725,18.26889801,-66.37062836,USCA,US Center ,7,25,5689.35,599.45,16,0.64,4.0,5.0,1.0,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2015-07-30,2017-01-19,1,0,0,2.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-01-19,none,50,Medium,50,-0.565414,0.513757,-0.645261
C000488,3655,Karen,Conway,Karen Conway,XXXXXXXXX,Home Office,Mount Prospect,IL,EE. UU.,2036 High Creek Nook,60056,42.04998016,-87.96906281,Europe,Western Europe,10,29,5685.39,119.05,12,0.4138,3.07,3.69,0.62,Cleats,Perfect Fitness Perfect Rip Deck,2015-04-29,2017-08-24,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-08-24,none,32,Low,68,0.85338,0.512756,0.093929
C000489,2555,Mary,Long,Mary Long,XXXXXXXXX,Consumer,Costa Mesa,CA,EE. UU.,1022 Dusty Glen,92626,33.67670822,-117.9219055,Pacific Asia,Southeast Asia,8,28,5684.31,1196.09,10,0.3571,2.79,2.68,-0.11,Cleats,Perfect Fitness Perfect Rip Deck,2015-10-18,2016-10-27,1,0,0,,0,,Active,normal activity,Relationship check-in,2016-10-27,none,25,Low,75,-0.693186,0.511756,0.507542
C000490,3755,Eugene,Smith,Eugene Smith,XXXXXXXXX,Corporate,Los Angeles,CA,EE. UU.,757 Dewy Apple Bend,90063,34.13660812,-118.2666397,Pacific Asia,South Asia,10,31,5683.21,1134.53,13,0.4194,2.9,3.1,0.19,Cleats,Perfect Fitness Perfect Rip Deck,2015-06-11,2017-07-07,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-07-07,none,30,Low,70,0.16841,0.510755,-0.84307
C000491,3423,Mary,Smith,Mary Smith,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,2571 Noble Crescent,725,18.22277641,-66.37058258,Europe,Western Europe,7,25,5682.26,843.05,19,0.76,3.36,4.64,1.28,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2015-08-28,2017-04-30,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-04-30,none,60,High,40,0.445613,0.509755,0.735921
C000492,3838,Joseph,Jackson,Joseph Jackson,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,6341 Green Panda Impasse,725,18.27255058,-66.37055206,Pacific Asia,Oceania,9,34,5681.21,1031.0,33,0.9706,1.56,3.12,1.56,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-02-28,2016-12-24,1,0,0,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2016-12-24,none,76,Critical,24,-0.826256,0.508754,-0.241804
C000493,603,Austin,Smith,Austin Smith,XXXXXXXXX,Corporate,Fresno,CA,EE. UU.,7594 Rocky Shadow Vista,93722,34.22850037,-119.185585,Europe,Northern Europe,9,23,5679.37,465.18,5,0.2174,2.91,2.74,-0.17,Cleats,Perfect Fitness Perfect Rip Deck,2016-02-21,2017-08-17,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-08-17,none,15,Low,85,0.773122,0.507754,-0.38009
C000494,5200,Jennifer,Little,Jennifer Little,XXXXXXXXX,Corporate,Hyattsville,MD,EE. UU.,1607 Hazy Butterfly Swale,20783,38.9848671,-76.98126221,Europe,Central America,7,26,5679.24,40.35,13,0.5,3.5,3.77,0.27,Water Sports,Pelican Sunstream 100 Kayak,2015-01-03,2017-09-28,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-09-28,none,36,Medium,64,-0.313544,0.506753,0.803051
C000495,6412,Mary,Smith,Mary Smith,XXXXXXXXX,Home Office,Las Vegas,NV,EE. UU.,6595 Old Private,89103,36.11117935,-115.2110291,LATAM,Central America,7,22,5679.21,1175.84,12,0.5455,3.36,3.64,0.27,Fishing,Field & Stream Sportsman 16 Gun Fire Safe,2015-02-18,2017-07-14,1,0,0,4.0,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-07-14,none,40,Medium,60,-0.311468,0.505753,-0.804488
C000496,2373,Mary,Smith,Mary Smith,XXXXXXXXX,Consumer,Goose Creek,SC,EE. UU.,398 Emerald Grove,29445,32.98229599,-80.03636932,Pacific Asia,Central America,8,27,5674.37,1218.05,11,0.4074,2.15,2.0,-0.15,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-09-09,2017-08-24,1,0,0,3.0,0,,Active,normal activity,Relationship check-in,2017-08-24,none,29,Low,71,0.773616,0.504752,0.383071
C000497,11793,Thomas,Riley,Thomas Riley,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,1538 Sunny Lagoon Mews,725,18.29089546,-66.37055206,LATAM,Central America,7,27,5674.32,-1067.77,14,0.5185,3.11,3.78,0.67,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,2015-01-27,2017-03-18,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-03-18,none,40,Medium,60,-0.829762,0.503752,0.240268
C000498,11513,David,Smith,David Smith,XXXXXXXXX,Home Office,Caguas,PR,Puerto Rico,9494 Harvest Turnabout,725,18.25243187,-66.37056732,Pacific Asia,Southeast Asia,8,28,5671.35,780.46,27,0.9643,1.82,3.11,1.29,Water Sports,Pelican Sunstream 100 Kayak,2015-04-04,2017-02-28,1,0,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-02-28,none,74,High,26,0.449845,0.502751,-0.73816
C000499,5410,Mary,Davis,Mary Davis,XXXXXXXXX,Consumer,Pittsburg,CA,EE. UU.,9404 Crystal Island Acres,94565,38.0260582,-121.8597946,LATAM,Central America,7,25,5669.41,1560.19,1,0.04,3.32,3.08,-0.24,Camping & Hiking,Diamondback Women's Serene Classic Comfort Bi,2015-09-08,2017-04-24,1,1,0,,0,,Active,normal activity,Relationship check-in,2017-04-24,none,3,Low,97,0.16703,0.501751,0.848733
C000500,1865,Mary,Romero,Mary Romero,XXXXXXXXX,Corporate,Detroit,MI,EE. UU.,7559 Quiet Nectar Grounds,48205,42.42877197,-82.98252869,LATAM,Caribbean,7,25,5669.34,1021.19,10,0.4,2.24,2.64,0.4,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,2015-01-08,2017-08-01,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-08-01,none,30,Low,70,-0.69694,0.50075,-0.513345
C000501,4930,Mary,Preston,Mary Preston,XXXXXXXXX,Consumer,Napa,CA,EE. UU.,6450 Sleepy Island Path,94558,38.30201721,-122.1991196,LATAM,Central America,10,26,5669.31,446.45,14,0.5385,3.19,4.12,0.92,Cleats,Perfect Fitness Perfect Rip Deck,2015-08-09,2017-05-29,1,1,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-05-29,none,42,Medium,58,0.861237,0.49975,-0.092313
C000502,827,Tyler,Smith,Tyler Smith,XXXXXXXXX,Consumer,New York,NY,EE. UU.,5505 Grand Cloud Farm,10031,40.79077148,-74.00852203,LATAM,South America,11,28,5669.28,-77.28,10,0.3571,3.14,3.25,0.11,Cleats,Perfect Fitness Perfect Rip Deck,2015-01-05,2017-04-17,1,0,0,,0,,Active,normal activity,Relationship check-in,2017-04-17,none,26,Low,74,-0.573074,0.498749,0.650258
C000503,1802,Cynthia,Smith,Cynthia Smith,XXXXXXXXX,Corporate,Caguas,PR,Puerto Rico,7814 Old Glen,725,18.24613571,-66.37063599,LATAM,Central America,8,28,5668.3,-330.58,19,0.6786,2.07,3.89,1.82,Men's Footwear,Nike Men's CJ Elite 2 TD Football Cleat,2015-03-26,2017-04-27,1,1,0,,1,Monitor,Stabilize,operational friction,Service recovery plan,2017-04-27,none,57,High,43,-0.016687,0.497749,-0.867161
C000504,2447,Mary,Smith,Mary Smith,XXXXXXXXX,Consumer,Caguas,PR,Puerto Rico,2576 Green Hollow,725,18.26221466,-66.37062836,Europe,Western Europe,6,24,5664.49,1225.34,8,0.3333,3.5,3.33,-0.17,Cleats,Perfect Fitness Perfect Rip Deck,2015-01-18,2017-09-15,1,0,1,,3,Escalate,At Risk,critical support or high risk score,Executive escalation,2017-09-15,none,23,Low,77,0.598459,0.496748,0.62856
