source_ticket_id,ticket_id,customer_id,source_customer_id,customer_full_name,support_customer_name,support_customer_email,mapping_method,mapping_confidence,mapping_note
6969,T6969,C000970,11262,Laura Lopez,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5028,T5028,C000970,11262,Laura Lopez,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5533,T5533,C000730,11777,Melissa Marsh,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6470,T6470,C000730,11777,Melissa Marsh,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6463,T6463,C000730,11777,Melissa Marsh,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6462,T6462,C000730,11777,Melissa Marsh,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6457,T6457,C000730,11777,Melissa Marsh,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5524,T5524,C001775,9542,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5523,T5523,C001775,9542,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5518,T5518,C001775,9542,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6487,T6487,C001775,9542,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6480,T6480,C001775,9542,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6477,T6477,C000822,3272,Julie Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6475,T6475,C000822,3272,Julie Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5510,T5510,C000822,3272,Julie Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5554,T5554,C000822,3272,Julie Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5547,T5547,C000822,3272,Julie Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6451,T6451,C001856,3726,Robert Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6448,T6448,C001856,3726,Robert Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6447,T6447,C001856,3726,Robert Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6446,T6446,C001856,3726,Robert Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6442,T6442,C000261,6643,Nicholas Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5538,T5538,C000261,6643,Nicholas Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5503,T5503,C000261,6643,Nicholas Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5501,T5501,C001289,6179,Samuel Henderson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5492,T5492,C001289,6179,Samuel Henderson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5490,T5490,C001289,6179,Samuel Henderson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5487,T5487,C001289,6179,Samuel Henderson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5482,T5482,C000857,2155,Joshua Mckinney,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6504,T6504,C000857,2155,Joshua Mckinney,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6502,T6502,C000857,2155,Joshua Mckinney,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6499,T6499,C000857,2155,Joshua Mckinney,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6495,T6495,C001999,5120,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6491,T6491,C001999,5120,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6520,T6520,C001999,5120,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6518,T6518,C001999,5120,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6517,T6517,C001969,8210,Mary Glenn,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6507,T6507,C001969,8210,Mary Glenn,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6424,T6424,C001969,8210,Mary Glenn,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6418,T6418,C001969,8210,Mary Glenn,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6415,T6415,C001508,10807,Benjamin Wilson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6409,T6409,C001508,10807,Benjamin Wilson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6428,T6428,C001508,10807,Benjamin Wilson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6425,T6425,C001063,8233,Mary Hanna,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5476,T5476,C001063,8233,Mary Hanna,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5472,T5472,C001063,8233,Mary Hanna,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5466,T5466,C001063,8233,Mary Hanna,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6529,T6529,C001063,8233,Mary Hanna,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6527,T6527,C001685,5349,Kenneth Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6522,T6522,C001685,5349,Kenneth Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6521,T6521,C001685,5349,Kenneth Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5584,T5584,C001685,5349,Kenneth Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5583,T5583,C001685,5349,Kenneth Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5578,T5578,C001058,7771,Janice Jackson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6402,T6402,C001058,7771,Janice Jackson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5568,T5568,C001058,7771,Janice Jackson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5565,T5565,C001949,3147,Daniel Diaz,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5454,T5454,C001949,3147,Daniel Diaz,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6552,T6552,C001949,3147,Daniel Diaz,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6547,T6547,C001949,3147,Daniel Diaz,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6543,T6543,C000354,10013,Jessica Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6540,T6540,C000354,10013,Jessica Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5448,T5448,C000354,10013,Jessica Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6391,T6391,C000354,10013,Jessica Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6390,T6390,C000570,6553,Larry House,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6382,T6382,C000570,6553,Larry House,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6379,T6379,C000570,6553,Larry House,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6378,T6378,C001254,846,Mary Powell,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6377,T6377,C001254,846,Mary Powell,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5590,T5590,C001254,846,Mary Powell,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6566,T6566,C001254,846,Mary Powell,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6564,T6564,C000870,2027,Jennifer Mills,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6563,T6563,C000870,2027,Jennifer Mills,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6562,T6562,C000870,2027,Jennifer Mills,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6561,T6561,C000938,5413,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6558,T6558,C000938,5413,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6556,T6556,C000938,5413,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6555,T6555,C001726,4536,Mary Griffin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6554,T6554,C001726,4536,Mary Griffin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5429,T5429,C001726,4536,Mary Griffin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5427,T5427,C001726,4536,Mary Griffin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5425,T5425,C001726,4536,Mary Griffin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5623,T5623,C000125,3879,Melissa Davis,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5619,T5619,C000125,3879,Melissa Davis,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6372,T6372,C000125,3879,Melissa Davis,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5602,T5602,C000125,3879,Melissa Davis,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5600,T5600,C000760,8420,Gregory Fitzpatrick,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5598,T5598,C000760,8420,Gregory Fitzpatrick,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5595,T5595,C000760,8420,Gregory Fitzpatrick,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5424,T5424,C000760,8420,Gregory Fitzpatrick,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6582,T6582,C000760,8420,Gregory Fitzpatrick,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6574,T6574,C000685,9432,Hannah Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6572,T6572,C000685,9432,Hannah Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6599,T6599,C000685,9432,Hannah Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6597,T6597,C000685,9432,Hannah Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6595,T6595,C001253,4875,Edward Peters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6594,T6594,C001253,4875,Edward Peters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6587,T6587,C001253,4875,Edward Peters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5629,T5629,C001253,4875,Edward Peters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5628,T5628,C001253,4875,Edward Peters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6359,T6359,C000053,9883,Michelle Waters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6358,T6358,C000053,9883,Michelle Waters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6356,T6356,C000053,9883,Michelle Waters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6355,T6355,C000053,9883,Michelle Waters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6351,T6351,C000053,9883,Michelle Waters,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6350,T6350,C001612,6233,Mary Elliott,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6347,T6347,C001612,6233,Mary Elliott,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6346,T6346,C001612,6233,Mary Elliott,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5407,T5407,C001612,6233,Mary Elliott,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5400,T5400,C000997,4698,Mary Collier,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5394,T5394,C000997,4698,Mary Collier,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5392,T5392,C000997,4698,Mary Collier,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5391,T5391,C000997,4698,Mary Collier,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5388,T5388,C000087,3957,Thomas Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5651,T5651,C000087,3957,Thomas Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5643,T5643,C000087,3957,Thomas Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6335,T6335,C000087,3957,Thomas Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6334,T6334,C000292,10707,Mary Hansen,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6331,T6331,C000292,10707,Mary Hansen,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5640,T5640,C000292,10707,Mary Hansen,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6625,T6625,C000292,10707,Mary Hansen,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6624,T6624,C000292,10707,Mary Hansen,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6622,T6622,C000969,4164,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6617,T6617,C000969,4164,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5384,T5384,C000969,4164,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5382,T5382,C000969,4164,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6328,T6328,C000896,1688,Mary Blake,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6326,T6326,C000896,1688,Mary Blake,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6324,T6324,C000896,1688,Mary Blake,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6321,T6321,C000896,1688,Mary Blake,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6316,T6316,C001411,11895,Timothy Walter,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6315,T6315,C001411,11895,Timothy Walter,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5656,T5656,C001411,11895,Timothy Walter,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5655,T5655,C002000,5781,Jack Stanley,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5652,T5652,C002000,5781,Jack Stanley,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6648,T6648,C002000,5781,Jack Stanley,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6646,T6646,C002000,5781,Jack Stanley,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6643,T6643,C002000,5781,Jack Stanley,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6639,T6639,C001934,1180,Mary Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6637,T6637,C001934,1180,Mary Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6634,T6634,C001934,1180,Mary Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5365,T5365,C001934,1180,Mary Martin,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5678,T5678,C001296,11039,Mary Torres,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5676,T5676,C001296,11039,Mary Torres,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5675,T5675,C001296,11039,Mary Torres,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6309,T6309,C001940,6767,Brenda Carey,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6308,T6308,C001940,6767,Brenda Carey,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6306,T6306,C001940,6767,Brenda Carey,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6299,T6299,C001940,6767,Brenda Carey,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6298,T6298,C001940,6767,Brenda Carey,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5663,T5663,C001567,6734,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5658,T5658,C001567,6734,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5357,T5357,C001567,6734,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5356,T5356,C001567,6734,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5353,T5353,C001073,9726,Steven Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6661,T6661,C001073,9726,Steven Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6659,T6659,C001073,9726,Steven Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6656,T6656,C000342,4936,Kyle Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6655,T6655,C000342,4936,Kyle Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6651,T6651,C000342,4936,Kyle Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5346,T5346,C000342,4936,Kyle Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5697,T5697,C000342,4936,Kyle Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5692,T5692,C001125,4815,Jerry Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6293,T6293,C001125,4815,Jerry Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6286,T6286,C001125,4815,Jerry Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6284,T6284,C001125,4815,Jerry Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5686,T5686,C001125,4815,Jerry Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5345,T5345,C000204,10699,Mary Lee,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5338,T5338,C000204,10699,Mary Lee,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6674,T6674,C000204,10699,Mary Lee,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6670,T6670,C000204,10699,Mary Lee,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6668,T6668,C000204,10699,Mary Lee,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6666,T6666,C001550,8381,Mary Anderson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5336,T5336,C001550,8381,Mary Anderson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5335,T5335,C001550,8381,Mary Anderson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5707,T5707,C001550,8381,Mary Anderson,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5706,T5706,C001620,4997,Roy Todd,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5705,T5705,C001620,4997,Roy Todd,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6276,T6276,C001620,4997,Roy Todd,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6274,T6274,C000438,3593,Christina Lewis,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6270,T6270,C000438,3593,Christina Lewis,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6269,T6269,C000438,3593,Christina Lewis,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5704,T5704,C000017,4663,Paul Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5703,T5703,C000017,4663,Paul Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5322,T5322,C000017,4663,Paul Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6693,T6693,C000017,4663,Paul Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6692,T6692,C000017,4663,Paul Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6685,T6685,C001264,3021,Nancy Alvarado,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5317,T5317,C001264,3021,Nancy Alvarado,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5315,T5315,C001264,3021,Nancy Alvarado,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5311,T5311,C000549,2528,Mary Acevedo,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5310,T5310,C000549,2528,Mary Acevedo,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5309,T5309,C000549,2528,Mary Acevedo,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6261,T6261,C000549,2528,Mary Acevedo,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6256,T6256,C000549,2528,Mary Acevedo,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6255,T6255,C001170,7910,Mary Camacho,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6252,T6252,C001170,7910,Mary Camacho,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6250,T6250,C001170,7910,Mary Camacho,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5716,T5716,C001170,7910,Mary Camacho,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5713,T5713,C001170,7910,Mary Camacho,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5712,T5712,C001972,11866,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6711,T6711,C001972,11866,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6710,T6710,C001972,11866,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6708,T6708,C001978,10843,Cynthia Myers,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6707,T6707,C001978,10843,Cynthia Myers,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6705,T6705,C001978,10843,Cynthia Myers,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6702,T6702,C001978,10843,Cynthia Myers,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5301,T5301,C001978,10843,Cynthia Myers,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5293,T5293,C001978,10843,Cynthia Myers,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5292,T5292,C000854,8981,Mary Bennett,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6239,T6239,C000854,8981,Mary Bennett,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6238,T6238,C000854,8981,Mary Bennett,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6236,T6236,C001761,2728,Mary Adams,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6235,T6235,C001761,2728,Mary Adams,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6234,T6234,C001761,2728,Mary Adams,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5736,T5736,C001761,2728,Mary Adams,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5729,T5729,C001822,2129,William Charles,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6262,T6262,C001822,2129,William Charles,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5289,T5289,C001822,2129,William Charles,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6723,T6723,C001822,2129,William Charles,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6721,T6721,C000771,11313,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5280,T5280,C000771,11313,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5274,T5274,C000771,11313,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6742,T6742,C000771,11313,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5756,T5756,C000771,11313,Mary Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5747,T5747,C000304,5321,Robert Rowe,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5739,T5739,C000304,5321,Robert Rowe,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
5737,T5737,C000304,5321,Robert Rowe,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6248,T6248,C000304,5321,Robert Rowe,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6245,T6245,C001353,5300,Joseph Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6741,T6741,C001353,5300,Joseph Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6740,T6740,C001353,5300,Joseph Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6739,T6739,C001353,5300,Joseph Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6738,T6738,C001353,5300,Joseph Smith,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6737,T6737,C001422,642,Timothy Vasquez,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
6732,T6732,C001422,642,Timothy Vasquez,,,risk_redistribution_v2,1.0,Reassigned by repair_data.py to track risk_score.
