outcome_id,review_id,customer_id,source_customer_id,customer_full_name,outcome_date,outcome_status,outcome_type,follow_up_required
OUT000641,R9641,C000487,4013,Gloria Thornton,2026-05-07,Completed,Service recovery plan,False
OUT000642,R9642,C000491,3423,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT000643,R9643,C000492,3838,Joseph Jackson,,Pending,Executive escalation,True
OUT000644,R9644,C000492,3838,Joseph Jackson,2026-05-08,In Progress,Executive escalation,True
OUT000645,R9645,C000492,3838,Joseph Jackson,2026-05-09,In Progress,Executive escalation,True
OUT000646,R9646,C000493,603,Austin Smith,2026-05-08,In Progress,Executive escalation,True
OUT000647,R9647,C000493,603,Austin Smith,,Pending,Executive escalation,True
OUT000648,R9648,C000493,603,Austin Smith,2026-05-09,In Progress,Executive escalation,True
OUT000649,R9649,C000494,5200,Jennifer Little,2026-05-07,Completed,Service recovery plan,False
OUT000650,R9650,C000495,6412,Mary Smith,,Pending,Service recovery plan,True
OUT000651,R9651,C000497,11793,Thomas Riley,2026-05-07,Completed,Service recovery plan,False
OUT000652,R9652,C000498,11513,David Smith,2026-05-08,Completed,Service recovery plan,False
OUT000653,R9653,C000500,1865,Mary Romero,2026-05-07,In Progress,Executive escalation,True
OUT000654,R9654,C000500,1865,Mary Romero,2026-05-08,In Progress,Executive escalation,True
OUT000655,R9655,C000500,1865,Mary Romero,2026-05-09,In Progress,Executive escalation,True
OUT000656,R9656,C000501,4930,Mary Preston,2026-05-08,In Progress,Executive escalation,True
OUT000657,R9657,C000501,4930,Mary Preston,2026-05-08,In Progress,Executive escalation,True
OUT000658,R9658,C000501,4930,Mary Preston,2026-05-09,In Progress,Executive escalation,True
OUT000659,R9659,C000503,1802,Cynthia Smith,2026-05-07,Completed,Service recovery plan,False
OUT000660,R9660,C000504,2447,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000661,R9661,C000504,2447,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000662,R9662,C000504,2447,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000663,R9663,C000506,9053,William Smith,,Pending,Executive escalation,True
OUT000664,R9664,C000506,9053,William Smith,,Pending,Executive escalation,True
OUT000665,R9665,C000506,9053,William Smith,2026-05-09,In Progress,Executive escalation,True
OUT000666,R9666,C000507,12107,Sharon Patterson,2026-05-07,Completed,Service recovery plan,False
OUT000667,R9667,C000509,6092,Mary Smith,2026-05-07,In Progress,Executive escalation,True
OUT000668,R9668,C000509,6092,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000669,R9669,C000509,6092,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000670,R9670,C000510,10559,Mary Jones,2026-05-08,Completed,Service recovery plan,False
OUT000671,R9671,C000512,11421,Tiffany Brown,,Pending,Service recovery plan,True
OUT000672,R9672,C000514,2581,Mary Smith,2026-05-07,In Progress,Executive escalation,True
OUT000673,R9673,C000514,2581,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000674,R9674,C000514,2581,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000675,R9675,C000515,4444,Russell Sullivan,2026-05-08,In Progress,Executive escalation,True
OUT000676,R9676,C000515,4444,Russell Sullivan,2026-05-08,In Progress,Executive escalation,True
OUT000677,R9677,C000515,4444,Russell Sullivan,2026-05-09,In Progress,Executive escalation,True
OUT000678,R9678,C000516,1989,Richard Leach,2026-05-07,In Progress,Executive escalation,True
OUT000679,R9679,C000516,1989,Richard Leach,,Pending,Executive escalation,True
OUT000680,R9680,C000516,1989,Richard Leach,2026-05-09,In Progress,Executive escalation,True
OUT000681,R9681,C000517,5533,Mary Harrison,,Pending,Service recovery plan,True
OUT000682,R9682,C000518,6898,Nathan Butler,2026-05-08,Completed,Service recovery plan,False
OUT000683,R9683,C000520,6514,Crystal Contreras,,Pending,Executive escalation,True
OUT000684,R9684,C000520,6514,Crystal Contreras,2026-05-08,In Progress,Executive escalation,True
OUT000685,R9685,C000520,6514,Crystal Contreras,2026-05-09,In Progress,Executive escalation,True
OUT000686,R9686,C000521,640,Jean Smith,2026-05-08,In Progress,Executive escalation,True
OUT000687,R9687,C000521,640,Jean Smith,2026-05-08,In Progress,Executive escalation,True
OUT000688,R9688,C000521,640,Jean Smith,2026-05-09,In Progress,Executive escalation,True
OUT000689,R9689,C000522,10650,Donna Carter,2026-05-07,Completed,Service recovery plan,False
OUT000690,R9690,C000523,1962,Marie Smith,2026-05-07,In Progress,Executive escalation,True
OUT000691,R9691,C000523,1962,Marie Smith,2026-05-08,In Progress,Executive escalation,True
OUT000692,R9692,C000523,1962,Marie Smith,2026-05-09,In Progress,Executive escalation,True
OUT000693,R9693,C000524,2826,Lisa Wallace,2026-05-08,Completed,Service recovery plan,False
OUT000694,R9694,C000525,142,Heather Smith,2026-05-08,Completed,Service recovery plan,False
OUT000695,R9695,C000526,2451,Joshua Garcia,2026-05-07,Completed,Service recovery plan,False
OUT000696,R9696,C000527,9971,Mary Smith,2026-05-07,In Progress,Executive escalation,True
OUT000697,R9697,C000527,9971,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000698,R9698,C000527,9971,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000699,R9699,C000528,335,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT000700,R9700,C000530,1739,Justin Smith,2026-05-08,Completed,Service recovery plan,False
OUT000701,R9701,C000532,11403,Mary Smith,2026-05-07,In Progress,Executive escalation,True
OUT000702,R9702,C000532,11403,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000703,R9703,C000532,11403,Mary Smith,,Pending,Executive escalation,True
OUT000704,R9704,C000533,4943,Paul Sosa,2026-05-07,In Progress,Executive escalation,True
OUT000705,R9705,C000533,4943,Paul Sosa,2026-05-08,In Progress,Executive escalation,True
OUT000706,R9706,C000533,4943,Paul Sosa,2026-05-09,In Progress,Executive escalation,True
OUT000707,R9707,C000534,1512,Mary Rowe,2026-05-08,In Progress,Executive escalation,True
OUT000708,R9708,C000534,1512,Mary Rowe,2026-05-08,In Progress,Executive escalation,True
OUT000709,R9709,C000534,1512,Mary Rowe,2026-05-09,In Progress,Executive escalation,True
OUT000710,R9710,C000535,4435,George Cross,2026-05-07,Completed,Service recovery plan,False
OUT000711,R9711,C000537,731,Robert Smith,2026-05-07,Completed,Service recovery plan,False
OUT000712,R9712,C000538,1804,Kathleen Lee,2026-05-08,In Progress,Executive escalation,True
OUT000713,R9713,C000538,1804,Kathleen Lee,2026-05-08,In Progress,Executive escalation,True
OUT000714,R9714,C000538,1804,Kathleen Lee,2026-05-09,In Progress,Executive escalation,True
OUT000715,R9715,C000539,6461,Patricia Delgado,2026-05-07,Completed,Service recovery plan,False
OUT000716,R9716,C000540,4187,Jesse Mack,,Pending,Service recovery plan,True
OUT000717,R9717,C000542,4008,Diana Smith,2026-05-08,Completed,Service recovery plan,False
OUT000718,R9718,C000543,1901,Jacob Smith,,Pending,Service recovery plan,True
OUT000719,R9719,C000544,1853,Mary Austin,2026-05-07,In Progress,Executive escalation,True
OUT000720,R9720,C000544,1853,Mary Austin,2026-05-08,In Progress,Executive escalation,True
OUT000721,R9721,C000544,1853,Mary Austin,2026-05-09,In Progress,Executive escalation,True
OUT000722,R9722,C000545,6581,Christian Smith,2026-05-08,In Progress,Executive escalation,True
OUT000723,R9723,C000545,6581,Christian Smith,,Pending,Executive escalation,True
OUT000724,R9724,C000545,6581,Christian Smith,2026-05-09,In Progress,Executive escalation,True
OUT000725,R9725,C000549,2528,Mary Acevedo,,Pending,Service recovery plan,True
OUT000726,R9726,C000550,9018,Mary Smith,,Pending,Executive escalation,True
OUT000727,R9727,C000550,9018,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000728,R9728,C000550,9018,Mary Smith,,Pending,Executive escalation,True
OUT000729,R9729,C000551,10490,Brenda Ramirez,2026-05-07,In Progress,Executive escalation,True
OUT000730,R9730,C000551,10490,Brenda Ramirez,2026-05-08,In Progress,Executive escalation,True
OUT000731,R9731,C000551,10490,Brenda Ramirez,2026-05-09,In Progress,Executive escalation,True
OUT000732,R9732,C000552,8869,Thomas Lambert,,Pending,Service recovery plan,True
OUT000733,R9733,C000553,10253,Kyle Smith,,Pending,Executive escalation,True
OUT000734,R9734,C000553,10253,Kyle Smith,2026-05-08,In Progress,Executive escalation,True
OUT000735,R9735,C000553,10253,Kyle Smith,,Pending,Executive escalation,True
OUT000736,R9736,C000556,9636,Mary Cruz,2026-05-08,In Progress,Executive escalation,True
OUT000737,R9737,C000556,9636,Mary Cruz,2026-05-08,In Progress,Executive escalation,True
OUT000738,R9738,C000556,9636,Mary Cruz,2026-05-09,In Progress,Executive escalation,True
OUT000739,R9739,C000557,5207,Catherine Erickson,2026-05-07,Completed,Service recovery plan,False
OUT000740,R9740,C000558,11124,Mary Bowman,2026-05-07,Completed,Service recovery plan,False
OUT000741,R9741,C000559,5190,Mary Smith,,Pending,Executive escalation,True
OUT000742,R9742,C000559,5190,Mary Smith,,Pending,Executive escalation,True
OUT000743,R9743,C000559,5190,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000744,R9744,C000560,5658,Michael Wiley,,Pending,Service recovery plan,True
OUT000745,R9745,C000561,3136,Mary Sharp,2026-05-08,Completed,Service recovery plan,False
OUT000746,R9746,C000562,2540,Patricia Smith,2026-05-08,In Progress,Executive escalation,True
OUT000747,R9747,C000562,2540,Patricia Smith,2026-05-08,In Progress,Executive escalation,True
OUT000748,R9748,C000562,2540,Patricia Smith,2026-05-09,In Progress,Executive escalation,True
OUT000749,R9749,C000563,6448,Mary Lawrence,2026-05-08,Completed,Service recovery plan,False
OUT000750,R9750,C000565,7,Melissa Wilcox,2026-05-07,In Progress,Executive escalation,True
OUT000751,R9751,C000565,7,Melissa Wilcox,2026-05-08,In Progress,Executive escalation,True
OUT000752,R9752,C000565,7,Melissa Wilcox,2026-05-09,In Progress,Executive escalation,True
OUT000753,R9753,C000566,10500,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT000754,R9754,C000567,5267,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT000755,R9755,C000570,6553,Larry House,2026-05-08,Completed,Service recovery plan,False
OUT000756,R9756,C000571,8370,Mary Smith,2026-05-07,In Progress,Executive escalation,True
OUT000757,R9757,C000571,8370,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000758,R9758,C000571,8370,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000759,R9759,C000572,5815,Mary Proctor,,Pending,Service recovery plan,True
OUT000760,R9760,C000574,6065,Thomas Simmons,2026-05-08,Completed,Service recovery plan,False
OUT000761,R9761,C000575,1810,James Miller,2026-05-08,Completed,Service recovery plan,False
OUT000762,R9762,C000576,6430,Mary Jackson,,Pending,Executive escalation,True
OUT000763,R9763,C000576,6430,Mary Jackson,,Pending,Executive escalation,True
OUT000764,R9764,C000576,6430,Mary Jackson,,Pending,Executive escalation,True
OUT000765,R9765,C000579,2683,Mary Gallegos,2026-05-08,Completed,Service recovery plan,False
OUT000766,R9766,C000580,6255,Joshua Smith,,Pending,Service recovery plan,True
OUT000767,R9767,C000581,10071,Mary Lawrence,,Pending,Service recovery plan,True
OUT000768,R9768,C000582,7749,Amy Gibson,,Pending,Executive escalation,True
OUT000769,R9769,C000582,7749,Amy Gibson,,Pending,Executive escalation,True
OUT000770,R9770,C000582,7749,Amy Gibson,2026-05-09,In Progress,Executive escalation,True
OUT000771,R9771,C000583,7777,Evelyn Rogers,2026-05-08,Completed,Service recovery plan,False
OUT000772,R9772,C000584,3830,William Smith,2026-05-08,Completed,Service recovery plan,False
OUT000773,R9773,C000585,11056,Larry Booker,2026-05-08,Completed,Service recovery plan,False
OUT000774,R9774,C000586,11576,Richard Andrade,2026-05-08,In Progress,Executive escalation,True
OUT000775,R9775,C000586,11576,Richard Andrade,,Pending,Executive escalation,True
OUT000776,R9776,C000586,11576,Richard Andrade,2026-05-09,In Progress,Executive escalation,True
OUT000777,R9777,C000587,7575,Mary Romero,2026-05-08,Completed,Service recovery plan,False
OUT000778,R9778,C000588,10849,Hannah Simpson,,Pending,Executive escalation,True
OUT000779,R9779,C000588,10849,Hannah Simpson,2026-05-08,In Progress,Executive escalation,True
OUT000780,R9780,C000588,10849,Hannah Simpson,2026-05-09,In Progress,Executive escalation,True
OUT000781,R9781,C000589,4914,Mary Curtis,2026-05-08,Completed,Service recovery plan,False
OUT000782,R9782,C000590,10258,Joyce Gonzalez,2026-05-07,Completed,Service recovery plan,False
OUT000783,R9783,C000592,10886,Scott Smith,2026-05-08,Completed,Service recovery plan,False
OUT000784,R9784,C000593,4318,Mary Fletcher,2026-05-08,In Progress,Executive escalation,True
OUT000785,R9785,C000593,4318,Mary Fletcher,2026-05-08,In Progress,Executive escalation,True
OUT000786,R9786,C000593,4318,Mary Fletcher,2026-05-09,In Progress,Executive escalation,True
OUT000787,R9787,C000594,12064,Tammy Smith,2026-05-08,Completed,Service recovery plan,False
OUT000788,R9788,C000595,10965,Robert Smith,2026-05-08,Completed,Service recovery plan,False
OUT000789,R9789,C000596,11068,Roger Smith,2026-05-07,Completed,Service recovery plan,False
OUT000790,R9790,C000597,10834,Susan Sullivan,2026-05-08,Completed,Service recovery plan,False
OUT000791,R9791,C000599,5047,Shirley Whitehead,2026-05-07,Completed,Service recovery plan,False
OUT000792,R9792,C000600,7268,Mary Reed,2026-05-07,Completed,Service recovery plan,False
OUT000793,R9793,C000601,801,Elizabeth Parker,2026-05-07,In Progress,Executive escalation,True
OUT000794,R9794,C000601,801,Elizabeth Parker,,Pending,Executive escalation,True
OUT000795,R9795,C000601,801,Elizabeth Parker,,Pending,Executive escalation,True
OUT000796,R9796,C000602,1607,Mary Ortiz,2026-05-08,Completed,Service recovery plan,False
OUT000797,R9797,C000603,10493,Frances Taylor,,Pending,Service recovery plan,True
OUT000798,R9798,C000604,3184,Tyler Smith,,Pending,Service recovery plan,True
OUT000799,R9799,C000608,1927,Laura Stevens,2026-05-08,In Progress,Executive escalation,True
OUT000800,R9800,C000608,1927,Laura Stevens,2026-05-08,In Progress,Executive escalation,True
OUT000801,R9801,C000608,1927,Laura Stevens,2026-05-09,In Progress,Executive escalation,True
OUT000802,R9802,C000609,11516,Kevin Smith,2026-05-08,In Progress,Executive escalation,True
OUT000803,R9803,C000609,11516,Kevin Smith,2026-05-08,In Progress,Executive escalation,True
OUT000804,R9804,C000609,11516,Kevin Smith,2026-05-09,In Progress,Executive escalation,True
OUT000805,R9805,C000610,3302,Terry Smith,,Pending,Service recovery plan,True
OUT000806,R9806,C000611,7762,Mary Roberson,,Pending,Service recovery plan,True
OUT000807,R9807,C000612,2549,Stephanie Smith,2026-05-07,Completed,Service recovery plan,False
OUT000808,R9808,C000613,3180,Raymond Smith,,Pending,Executive escalation,True
OUT000809,R9809,C000613,3180,Raymond Smith,2026-05-08,In Progress,Executive escalation,True
OUT000810,R9810,C000613,3180,Raymond Smith,2026-05-09,In Progress,Executive escalation,True
OUT000811,R9811,C000615,12189,Judith Hicks,,Pending,Executive escalation,True
OUT000812,R9812,C000615,12189,Judith Hicks,,Pending,Executive escalation,True
OUT000813,R9813,C000615,12189,Judith Hicks,2026-05-09,In Progress,Executive escalation,True
OUT000814,R9814,C000618,7802,Mary Acevedo,2026-05-07,In Progress,Executive escalation,True
OUT000815,R9815,C000618,7802,Mary Acevedo,,Pending,Executive escalation,True
OUT000816,R9816,C000618,7802,Mary Acevedo,2026-05-09,In Progress,Executive escalation,True
OUT000817,R9817,C000619,9161,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000818,R9818,C000619,9161,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000819,R9819,C000619,9161,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000820,R9820,C000621,4704,Henry James,2026-05-07,Completed,Service recovery plan,False
OUT000821,R9821,C000622,5364,Thomas Colon,,Pending,Executive escalation,True
OUT000822,R9822,C000622,5364,Thomas Colon,2026-05-08,In Progress,Executive escalation,True
OUT000823,R9823,C000622,5364,Thomas Colon,2026-05-09,In Progress,Executive escalation,True
OUT000824,R9824,C000623,11417,Kenneth Whitney,2026-05-08,In Progress,Executive escalation,True
OUT000825,R9825,C000623,11417,Kenneth Whitney,2026-05-08,In Progress,Executive escalation,True
OUT000826,R9826,C000623,11417,Kenneth Whitney,,Pending,Executive escalation,True
OUT000827,R9827,C000626,11554,Hannah Marshall,2026-05-08,Completed,Service recovery plan,False
OUT000828,R9828,C000628,6428,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT000829,R9829,C000630,1832,Mary Valenzuela,2026-05-07,Completed,Service recovery plan,False
OUT000830,R9830,C000631,4552,Janice Smith,2026-05-07,In Progress,Executive escalation,True
OUT000831,R9831,C000631,4552,Janice Smith,2026-05-08,In Progress,Executive escalation,True
OUT000832,R9832,C000631,4552,Janice Smith,2026-05-09,In Progress,Executive escalation,True
OUT000833,R9833,C000633,2800,Edward Hernandez,2026-05-07,Completed,Service recovery plan,False
OUT000834,R9834,C000636,2844,Robert Smith,2026-05-08,Completed,Service recovery plan,False
OUT000835,R9835,C000637,8954,Mary Hayden,2026-05-07,Completed,Service recovery plan,False
OUT000836,R9836,C000638,9603,Mary Moore,2026-05-08,Completed,Service recovery plan,False
OUT000837,R9837,C000639,8254,Jesse Esparza,2026-05-07,Completed,Service recovery plan,False
OUT000838,R9838,C000641,4200,Ralph Campbell,2026-05-07,Completed,Service recovery plan,False
OUT000839,R9839,C000642,564,Mary Mccann,2026-05-07,Completed,Service recovery plan,False
OUT000840,R9840,C000643,1387,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT000841,R9841,C000644,12238,Rebecca Gallagher,,Pending,Service recovery plan,True
OUT000842,R9842,C000645,6907,Timothy Smith,2026-05-08,Completed,Service recovery plan,False
OUT000843,R9843,C000646,7616,Mary Mason,2026-05-07,In Progress,Executive escalation,True
OUT000844,R9844,C000646,7616,Mary Mason,2026-05-08,In Progress,Executive escalation,True
OUT000845,R9845,C000646,7616,Mary Mason,,Pending,Executive escalation,True
OUT000846,R9846,C000647,4807,Raymond Rodgers,2026-05-08,Completed,Service recovery plan,False
OUT000847,R9847,C000648,7940,Mary Mejia,2026-05-08,In Progress,Executive escalation,True
OUT000848,R9848,C000648,7940,Mary Mejia,2026-05-08,In Progress,Executive escalation,True
OUT000849,R9849,C000648,7940,Mary Mejia,,Pending,Executive escalation,True
OUT000850,R9850,C000649,9077,Sean Smith,2026-05-08,Completed,Service recovery plan,False
OUT000851,R9851,C000650,3304,Amanda Gibson,,Pending,Executive escalation,True
OUT000852,R9852,C000650,3304,Amanda Gibson,,Pending,Executive escalation,True
OUT000853,R9853,C000650,3304,Amanda Gibson,2026-05-09,In Progress,Executive escalation,True
OUT000854,R9854,C000651,2071,Walter Howard,2026-05-08,Completed,Service recovery plan,False
OUT000855,R9855,C000655,7176,Mary Hudson,2026-05-07,In Progress,Executive escalation,True
OUT000856,R9856,C000655,7176,Mary Hudson,2026-05-08,In Progress,Executive escalation,True
OUT000857,R9857,C000655,7176,Mary Hudson,2026-05-09,In Progress,Executive escalation,True
OUT000858,R9858,C000656,11224,Mary Smith,2026-05-07,Completed,Service recovery plan,False
OUT000859,R9859,C000658,10916,Randy Smith,2026-05-08,Completed,Service recovery plan,False
OUT000860,R9860,C000659,4212,Robert Mendez,2026-05-07,In Progress,Executive escalation,True
OUT000861,R9861,C000659,4212,Robert Mendez,2026-05-08,In Progress,Executive escalation,True
OUT000862,R9862,C000659,4212,Robert Mendez,2026-05-09,In Progress,Executive escalation,True
OUT000863,R9863,C000660,2384,Mary Mays,2026-05-07,Completed,Service recovery plan,False
OUT000864,R9864,C000661,12019,Mary Walters,2026-05-07,In Progress,Executive escalation,True
OUT000865,R9865,C000661,12019,Mary Walters,,Pending,Executive escalation,True
OUT000866,R9866,C000661,12019,Mary Walters,2026-05-09,In Progress,Executive escalation,True
OUT000867,R9867,C000662,12075,Aaron Carr,2026-05-08,In Progress,Executive escalation,True
OUT000868,R9868,C000662,12075,Aaron Carr,2026-05-08,In Progress,Executive escalation,True
OUT000869,R9869,C000662,12075,Aaron Carr,,Pending,Executive escalation,True
OUT000870,R9870,C000663,4399,Richard Smith,2026-05-07,Completed,Service recovery plan,False
OUT000871,R9871,C000664,6393,Mary Smith,2026-05-07,In Progress,Executive escalation,True
OUT000872,R9872,C000664,6393,Mary Smith,,Pending,Executive escalation,True
OUT000873,R9873,C000664,6393,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000874,R9874,C000665,10398,Mary Pierce,2026-05-08,Completed,Service recovery plan,False
OUT000875,R9875,C000666,10095,Michelle Smith,2026-05-07,Completed,Service recovery plan,False
OUT000876,R9876,C000667,5085,Janet Jones,2026-05-07,Completed,Service recovery plan,False
OUT000877,R9877,C000668,3187,Mary Clark,2026-05-07,Completed,Service recovery plan,False
OUT000878,R9878,C000669,11835,Tammy Smith,2026-05-07,Completed,Service recovery plan,False
OUT000879,R9879,C000670,9946,Bryan Kaufman,2026-05-08,Completed,Service recovery plan,False
OUT000880,R9880,C000671,3447,Sara Andersen,2026-05-08,Completed,Service recovery plan,False
OUT000881,R9881,C000672,2362,Samantha Smith,2026-05-07,Completed,Service recovery plan,False
OUT000882,R9882,C000673,1906,Raymond Smith,2026-05-08,Completed,Service recovery plan,False
OUT000883,R9883,C000674,5936,Michael Davis,2026-05-08,In Progress,Executive escalation,True
OUT000884,R9884,C000674,5936,Michael Davis,2026-05-08,In Progress,Executive escalation,True
OUT000885,R9885,C000674,5936,Michael Davis,,Pending,Executive escalation,True
OUT000886,R9886,C000675,1373,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT000887,R9887,C000676,6288,Catherine Johnson,2026-05-08,Completed,Service recovery plan,False
OUT000888,R9888,C000677,4667,Cheryl Gonzalez,,Pending,Service recovery plan,True
OUT000889,R9889,C000680,2893,Russell Wyatt,,Pending,Service recovery plan,True
OUT000890,R9890,C000682,3762,Juan Smith,2026-05-08,In Progress,Executive escalation,True
OUT000891,R9891,C000682,3762,Juan Smith,2026-05-08,In Progress,Executive escalation,True
OUT000892,R9892,C000682,3762,Juan Smith,2026-05-09,In Progress,Executive escalation,True
OUT000893,R9893,C000683,2335,Harold Howell,2026-05-07,In Progress,Executive escalation,True
OUT000894,R9894,C000683,2335,Harold Howell,,Pending,Executive escalation,True
OUT000895,R9895,C000683,2335,Harold Howell,2026-05-09,In Progress,Executive escalation,True
OUT000896,R9896,C000684,7829,Raymond Smith,2026-05-07,Completed,Service recovery plan,False
OUT000897,R9897,C000685,9432,Hannah Smith,2026-05-08,Completed,Service recovery plan,False
OUT000898,R9898,C000687,3754,Mary Sims,2026-05-08,In Progress,Executive escalation,True
OUT000899,R9899,C000687,3754,Mary Sims,,Pending,Executive escalation,True
OUT000900,R9900,C000687,3754,Mary Sims,2026-05-09,In Progress,Executive escalation,True
OUT000901,R9901,C000688,2969,Mary Fernandez,2026-05-08,Completed,Service recovery plan,False
OUT000902,R9902,C000689,6086,Mary Hutchinson,2026-05-07,In Progress,Executive escalation,True
OUT000903,R9903,C000689,6086,Mary Hutchinson,,Pending,Executive escalation,True
OUT000904,R9904,C000689,6086,Mary Hutchinson,2026-05-09,In Progress,Executive escalation,True
OUT000905,R9905,C000691,7282,Jennifer Clark,2026-05-07,In Progress,Executive escalation,True
OUT000906,R9906,C000691,7282,Jennifer Clark,2026-05-08,In Progress,Executive escalation,True
OUT000907,R9907,C000691,7282,Jennifer Clark,2026-05-09,In Progress,Executive escalation,True
OUT000908,R9908,C000692,972,Mary Smith,,Pending,Service recovery plan,True
OUT000909,R9909,C000693,12076,Mary Smith,2026-05-08,Completed,Service recovery plan,False
OUT000910,R9910,C000694,867,Catherine Smith,2026-05-07,In Progress,Executive escalation,True
OUT000911,R9911,C000694,867,Catherine Smith,2026-05-08,In Progress,Executive escalation,True
OUT000912,R9912,C000694,867,Catherine Smith,2026-05-09,In Progress,Executive escalation,True
OUT000913,R9913,C000695,2909,Sarah Snyder,2026-05-08,Completed,Service recovery plan,False
OUT000914,R9914,C000696,5640,Matthew Smith,2026-05-08,Completed,Service recovery plan,False
OUT000915,R9915,C000698,1910,Helen Price,2026-05-08,Completed,Service recovery plan,False
OUT000916,R9916,C000699,6725,Mary Alexander,2026-05-07,Completed,Service recovery plan,False
OUT000917,R9917,C000701,4939,Carol Jackson,,Pending,Service recovery plan,True
OUT000918,R9918,C000703,465,Shawn Smith,,Pending,Executive escalation,True
OUT000919,R9919,C000703,465,Shawn Smith,2026-05-08,In Progress,Executive escalation,True
OUT000920,R9920,C000703,465,Shawn Smith,2026-05-09,In Progress,Executive escalation,True
OUT000921,R9921,C000704,4045,Mary Neal,,Pending,Executive escalation,True
OUT000922,R9922,C000704,4045,Mary Neal,2026-05-08,In Progress,Executive escalation,True
OUT000923,R9923,C000704,4045,Mary Neal,2026-05-09,In Progress,Executive escalation,True
OUT000924,R9924,C000705,3977,Mary Smith,2026-05-08,In Progress,Executive escalation,True
OUT000925,R9925,C000705,3977,Mary Smith,,Pending,Executive escalation,True
OUT000926,R9926,C000705,3977,Mary Smith,2026-05-09,In Progress,Executive escalation,True
OUT000927,R9927,C000706,6256,Mary Murray,,Pending,Service recovery plan,True
OUT000928,R9928,C000707,11397,Mary Mercer,2026-05-08,In Progress,Executive escalation,True
OUT000929,R9929,C000707,11397,Mary Mercer,2026-05-08,In Progress,Executive escalation,True
OUT000930,R9930,C000707,11397,Mary Mercer,2026-05-09,In Progress,Executive escalation,True
OUT000931,R9931,C000708,8719,John Smith,2026-05-08,Completed,Service recovery plan,False
OUT000932,R9932,C000709,5440,Mary Malone,2026-05-08,In Progress,Executive escalation,True
OUT000933,R9933,C000709,5440,Mary Malone,2026-05-08,In Progress,Executive escalation,True
OUT000934,R9934,C000709,5440,Mary Malone,2026-05-09,In Progress,Executive escalation,True
OUT000935,R9935,C000710,744,Gary Hodges,2026-05-07,Completed,Service recovery plan,False
OUT000936,R9936,C000712,5824,James Smith,2026-05-08,Completed,Service recovery plan,False
OUT000937,R9937,C000713,7327,Tammy Hood,2026-05-08,In Progress,Executive escalation,True
OUT000938,R9938,C000713,7327,Tammy Hood,,Pending,Executive escalation,True
OUT000939,R9939,C000713,7327,Tammy Hood,2026-05-09,In Progress,Executive escalation,True
OUT000940,R9940,C000715,1940,Katherine Smith,,Pending,Service recovery plan,True
OUT000941,R9941,C000717,6470,Douglas Smith,2026-05-08,Completed,Service recovery plan,False
OUT000942,R9942,C000719,6350,Mary Wilson,2026-05-08,Completed,Service recovery plan,False
OUT000943,R9943,C000721,2037,Jacob Clark,,Pending,Executive escalation,True
OUT000944,R9944,C000721,2037,Jacob Clark,2026-05-08,In Progress,Executive escalation,True
OUT000945,R9945,C000721,2037,Jacob Clark,2026-05-09,In Progress,Executive escalation,True
OUT000946,R9946,C000722,3577,Michael Martin,2026-05-07,Completed,Service recovery plan,False
OUT000947,R9947,C000723,6707,Grace Smith,2026-05-08,Completed,Service recovery plan,False
OUT000948,R9948,C000725,5490,Mary Richardson,2026-05-07,In Progress,Executive escalation,True
OUT000949,R9949,C000725,5490,Mary Richardson,2026-05-08,In Progress,Executive escalation,True
OUT000950,R9950,C000725,5490,Mary Richardson,2026-05-09,In Progress,Executive escalation,True
OUT000951,R9951,C000726,5965,Richard Parker,2026-05-07,In Progress,Executive escalation,True
OUT000952,R9952,C000726,5965,Richard Parker,2026-05-08,In Progress,Executive escalation,True
OUT000953,R9953,C000726,5965,Richard Parker,2026-05-09,In Progress,Executive escalation,True
OUT000954,R9954,C000727,10543,Jonathan Smith,,Pending,Service recovery plan,True
