note_id,customer_id,source_customer_id,customer_full_name,scenario,topic,note_date,author,note_type,note_text,synthetic_flag,source_signal_ids
N7379,C000074,11048,Randy Ball,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Randy Ball; retain evidence links before outreach.,true,T5753
N7380,C000074,11048,Randy Ball,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T5753
N7381,C000074,11048,Randy Ball,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Randy Ball resolves the current executive_escalation thread.,true,T5753
N7382,C000074,11048,Randy Ball,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Randy Ball: protect revenue, close open issues, and document human review.",true,T5753
N7383,C000075,11768,Virginia Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Virginia Smith has a late_delivery_frustration pattern tied to Cardio Equipment.,true,T6270
N7384,C000075,11768,Virginia Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Virginia Smith; topic is late_delivery_recovery.,true,T6270
N7385,C000075,11768,Virginia Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Virginia Smith needs follow-up based on risk band Medium and support history.,true,T6270
N7386,C000075,11768,Virginia Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Virginia Smith shows late-rate 0.5152 with category concentration in Cardio Equipment.,true,T6270
N7387,C000075,11768,Virginia Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Virginia Smith; retain evidence links before outreach.,true,T6270
N7388,C000076,2970,Kenneth Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Kenneth Smith has a escalation_retention_case pattern tied to Women's Apparel.,true,T6375
N7389,C000076,2970,Kenneth Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Kenneth Smith; topic is executive_escalation.,true,T6375
N7390,C000076,2970,Kenneth Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Kenneth Smith needs follow-up based on risk band Low and support history.,true,T6375
N7391,C000076,2970,Kenneth Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Kenneth Smith shows late-rate 0.4524 with category concentration in Women's Apparel.,true,T6375
N7392,C000076,2970,Kenneth Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Kenneth Smith; retain evidence links before outreach.,true,T6375
N7393,C000076,2970,Kenneth Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T6375
N7394,C000076,2970,Kenneth Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Kenneth Smith resolves the current executive_escalation thread.,true,T6375
N7395,C000076,2970,Kenneth Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Kenneth Smith: protect revenue, close open issues, and document human review.",true,T6375
N7396,C000077,2041,Paul Garcia,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Paul Garcia has a late_delivery_frustration pattern tied to Fishing.,true,T5754
N7397,C000077,2041,Paul Garcia,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Paul Garcia; topic is late_delivery_recovery.,true,T5754
N7398,C000077,2041,Paul Garcia,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Paul Garcia needs follow-up based on risk band Medium and support history.,true,T5754
N7399,C000077,2041,Paul Garcia,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Paul Garcia shows late-rate 0.6071 with category concentration in Fishing.,true,T5754
N7400,C000077,2041,Paul Garcia,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Paul Garcia; retain evidence links before outreach.,true,T5754
N7401,C000078,468,Mary Stone,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Stone has a escalation_retention_case pattern tied to Fishing.,true,T5708
N7402,C000078,468,Mary Stone,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Stone; topic is executive_escalation.,true,T5708
N7403,C000078,468,Mary Stone,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Stone needs follow-up based on risk band Medium and support history.,true,T5708
N7404,C000078,468,Mary Stone,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Stone shows late-rate 0.6250 with category concentration in Fishing.,true,T5708
N7405,C000078,468,Mary Stone,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Stone; retain evidence links before outreach.,true,T5708
N7406,C000078,468,Mary Stone,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T5708
N7407,C000078,468,Mary Stone,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Mary Stone resolves the current executive_escalation thread.,true,T5708
N7408,C000078,468,Mary Stone,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Mary Stone: protect revenue, close open issues, and document human review.",true,T5708
N7409,C000079,5293,Michelle Callahan,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Michelle Callahan has a escalation_retention_case pattern tied to Indoor/Outdoor Games.,true,T6123
N7410,C000079,5293,Michelle Callahan,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Michelle Callahan; topic is executive_escalation.,true,T6123
N7411,C000079,5293,Michelle Callahan,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Michelle Callahan needs follow-up based on risk band Medium and support history.,true,T6123
N7412,C000079,5293,Michelle Callahan,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Michelle Callahan shows late-rate 0.5429 with category concentration in Indoor/Outdoor Games.,true,T6123
N7413,C000079,5293,Michelle Callahan,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Michelle Callahan; retain evidence links before outreach.,true,T6123
N7414,C000079,5293,Michelle Callahan,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T6123
N7415,C000079,5293,Michelle Callahan,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Michelle Callahan resolves the current executive_escalation thread.,true,T6123
N7416,C000079,5293,Michelle Callahan,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Michelle Callahan: protect revenue, close open issues, and document human review.",true,T6123
N7417,C000080,7445,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a late_delivery_frustration pattern tied to Fishing.,true,T5755
N7418,C000080,7445,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is late_delivery_recovery.,true,T5755
N7419,C000080,7445,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith needs follow-up based on risk band Medium and support history.,true,T5755
N7420,C000080,7445,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Smith shows late-rate 0.6129 with category concentration in Fishing.,true,T5755
N7421,C000080,7445,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Smith; retain evidence links before outreach.,true,T5755
N7422,C000081,10291,Ann Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Ann Smith has a escalation_retention_case pattern tied to Fishing.,true,T6680
N7423,C000081,10291,Ann Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Ann Smith; topic is executive_escalation.,true,T6680
N7424,C000081,10291,Ann Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Ann Smith needs follow-up based on risk band Low and support history.,true,T6680
N7425,C000081,10291,Ann Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Ann Smith shows late-rate 0.3548 with category concentration in Fishing.,true,T6680
N7426,C000081,10291,Ann Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Ann Smith; retain evidence links before outreach.,true,T6680
N7427,C000081,10291,Ann Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T6680
N7428,C000081,10291,Ann Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Ann Smith resolves the current executive_escalation thread.,true,T6680
N7429,C000081,10291,Ann Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Ann Smith: protect revenue, close open issues, and document human review.",true,T6680
N7430,C000082,10263,Katherine Bailey,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Katherine Bailey has a healthy_repeat_buyer pattern tied to Men's Footwear.,true,T6681
N7431,C000082,10263,Katherine Bailey,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Katherine Bailey; topic is relationship_check_in.,true,T6681
N7432,C000083,9358,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a late_delivery_frustration pattern tied to Women's Apparel.,true,T5756
N7433,C000083,9358,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is late_delivery_recovery.,true,T5756
N7434,C000083,9358,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith needs follow-up based on risk band Medium and support history.,true,T5756
N7435,C000083,9358,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Smith shows late-rate 0.6061 with category concentration in Women's Apparel.,true,T5756
N7436,C000083,9358,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Smith; retain evidence links before outreach.,true,T5756
N7437,C000084,6615,Mary Meadows,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Meadows has a late_delivery_frustration pattern tied to Cleats.,true,T6341
N7438,C000084,6615,Mary Meadows,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Meadows; topic is late_delivery_recovery.,true,T6341
N7439,C000084,6615,Mary Meadows,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Meadows needs follow-up based on risk band Low and support history.,true,T6341
N7440,C000084,6615,Mary Meadows,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Meadows shows late-rate 0.4571 with category concentration in Cleats.,true,T6341
N7441,C000084,6615,Mary Meadows,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Meadows; retain evidence links before outreach.,true,T6341
N7442,C000085,6341,Daniel Smith,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Daniel Smith has a healthy_repeat_buyer pattern tied to Men's Footwear.,true,T6639
N7443,C000085,6341,Daniel Smith,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Daniel Smith; topic is relationship_check_in.,true,T6639
N7444,C000086,3938,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a late_delivery_frustration pattern tied to Cleats.,true,T5301
N7445,C000086,3938,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is late_delivery_recovery.,true,T5301
N7446,C000086,3938,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith needs follow-up based on risk band High and support history.,true,T5301
N7447,C000086,3938,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Smith shows late-rate 0.7576 with category concentration in Cleats.,true,T5301
N7448,C000086,3938,Mary Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Smith; retain evidence links before outreach.,true,T5301
N7449,C000087,3957,Thomas Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Thomas Smith has a late_delivery_frustration pattern tied to Cleats.,true,T5133
N7450,C000087,3957,Thomas Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Thomas Smith; topic is late_delivery_recovery.,true,T5133
N7451,C000087,3957,Thomas Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Thomas Smith needs follow-up based on risk band High and support history.,true,T5133
N7452,C000087,3957,Thomas Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Thomas Smith shows late-rate 0.8438 with category concentration in Cleats.,true,T5133
N7453,C000087,3957,Thomas Smith,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Thomas Smith; retain evidence links before outreach.,true,T5133
N7454,C000088,3420,Kenneth Price,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Kenneth Price has a escalation_retention_case pattern tied to Women's Apparel.,true,T6173
N7455,C000088,3420,Kenneth Price,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Kenneth Price; topic is executive_escalation.,true,T6173
N7456,C000088,3420,Kenneth Price,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Kenneth Price needs follow-up based on risk band Medium and support history.,true,T6173
N7457,C000088,3420,Kenneth Price,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Kenneth Price shows late-rate 0.4839 with category concentration in Women's Apparel.,true,T6173
N7458,C000088,3420,Kenneth Price,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Kenneth Price; retain evidence links before outreach.,true,T6173
N7459,C000088,3420,Kenneth Price,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T6173
N7460,C000088,3420,Kenneth Price,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Kenneth Price resolves the current executive_escalation thread.,true,T6173
N7461,C000088,3420,Kenneth Price,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Kenneth Price: protect revenue, close open issues, and document human review.",true,T6173
N7462,C000089,4116,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith has a escalation_retention_case pattern tied to Women's Apparel.,true,T5850
N7463,C000089,4116,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Smith; topic is executive_escalation.,true,T5850
N7464,C000089,4116,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Smith needs follow-up based on risk band Medium and support history.,true,T5850
N7465,C000089,4116,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Smith shows late-rate 0.6111 with category concentration in Women's Apparel.,true,T5850
N7466,C000089,4116,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Smith; retain evidence links before outreach.,true,T5850
N7467,C000089,4116,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T5850
N7468,C000089,4116,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Mary Smith resolves the current executive_escalation thread.,true,T5850
N7469,C000089,4116,Mary Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Mary Smith: protect revenue, close open issues, and document human review.",true,T5850
N7470,C000090,9580,Mary Robbins,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Robbins has a late_delivery_frustration pattern tied to Camping & Hiking.,true,T6376
N7471,C000090,9580,Mary Robbins,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Robbins; topic is late_delivery_recovery.,true,T6376
N7472,C000090,9580,Mary Robbins,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Robbins needs follow-up based on risk band Low and support history.,true,T6376
N7473,C000090,9580,Mary Robbins,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Robbins shows late-rate 0.4667 with category concentration in Camping & Hiking.,true,T6376
N7474,C000090,9580,Mary Robbins,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Robbins; retain evidence links before outreach.,true,T6376
N7475,C000091,5803,Rebecca Stewart,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Rebecca Stewart has a healthy_repeat_buyer pattern tied to Cleats.,true,T6490
N7476,C000091,5803,Rebecca Stewart,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Rebecca Stewart; topic is relationship_check_in.,true,T6490
N7477,C000092,7962,Justin Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Justin Smith has a escalation_retention_case pattern tied to Cleats.,true,T6124
N7478,C000092,7962,Justin Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Justin Smith; topic is executive_escalation.,true,T6124
N7479,C000092,7962,Justin Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Justin Smith needs follow-up based on risk band Medium and support history.,true,T6124
N7480,C000092,7962,Justin Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Justin Smith shows late-rate 0.5294 with category concentration in Cleats.,true,T6124
N7481,C000092,7962,Justin Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Justin Smith; retain evidence links before outreach.,true,T6124
N7482,C000092,7962,Justin Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T6124
N7483,C000092,7962,Justin Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Justin Smith resolves the current executive_escalation thread.,true,T6124
N7484,C000092,7962,Justin Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Justin Smith: protect revenue, close open issues, and document human review.",true,T6124
N7485,C000093,1540,Mary Mckee,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Mckee has a late_delivery_frustration pattern tied to Cardio Equipment.,true,T5503
N7486,C000093,1540,Mary Mckee,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Mckee; topic is late_delivery_recovery.,true,T5503
N7487,C000093,1540,Mary Mckee,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Mckee needs follow-up based on risk band Medium and support history.,true,T5503
N7488,C000093,1540,Mary Mckee,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Mckee shows late-rate 0.7000 with category concentration in Cardio Equipment.,true,T5503
N7489,C000093,1540,Mary Mckee,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Mckee; retain evidence links before outreach.,true,T5503
N7490,C000094,687,Ronald Harrison,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Ronald Harrison has a late_delivery_frustration pattern tied to Cleats.,true,T5709
N7491,C000094,687,Ronald Harrison,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Ronald Harrison; topic is late_delivery_recovery.,true,T5709
N7492,C000094,687,Ronald Harrison,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Ronald Harrison needs follow-up based on risk band Medium and support history.,true,T5709
N7493,C000094,687,Ronald Harrison,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Ronald Harrison shows late-rate 0.6364 with category concentration in Cleats.,true,T5709
N7494,C000094,687,Ronald Harrison,late_delivery_frustration,late_delivery_recovery,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Ronald Harrison; retain evidence links before outreach.,true,T5709
N7495,C000095,5582,Gloria Larson,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Gloria Larson has a healthy_repeat_buyer pattern tied to Men's Footwear.,true,T6539
N7496,C000095,5582,Gloria Larson,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Gloria Larson; topic is relationship_check_in.,true,T6539
N7497,C000096,1780,Larry Sharp,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Larry Sharp has a healthy_repeat_buyer pattern tied to Water Sports.,true,T6991
N7498,C000096,1780,Larry Sharp,healthy_repeat_buyer,relationship_check_in,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Larry Sharp; topic is relationship_check_in.,true,T6991
N7499,C000097,11645,Mary Ward,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Ward has a escalation_retention_case pattern tied to Water Sports.,true,T5395
N7500,C000097,11645,Mary Ward,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Mary Ward; topic is executive_escalation.,true,T5395
N7501,C000097,11645,Mary Ward,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Mary Ward needs follow-up based on risk band High and support history.,true,T5395
N7502,C000097,11645,Mary Ward,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Mary Ward shows late-rate 0.7500 with category concentration in Water Sports.,true,T5395
N7503,C000097,11645,Mary Ward,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Mary Ward; retain evidence links before outreach.,true,T5395
N7504,C000097,11645,Mary Ward,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer-success owner should align response tone with escalation_retention_case scenario.,true,T5395
N7505,C000097,11645,Mary Ward,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Monitor whether the next interaction with Mary Ward resolves the current executive_escalation thread.,true,T5395
N7506,C000097,11645,Mary Ward,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,"Escalation summary for Mary Ward: protect revenue, close open issues, and document human review.",true,T5395
N7507,C000098,7670,Anna Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Anna Smith has a escalation_retention_case pattern tied to Water Sports.,true,T5798
N7508,C000098,7670,Anna Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Reviewed recent order and support signals for Anna Smith; topic is executive_escalation.,true,T5798
N7509,C000098,7670,Anna Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Anna Smith needs follow-up based on risk band Medium and support history.,true,T5798
N7510,C000098,7670,Anna Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Customer activity for Anna Smith shows late-rate 0.6154 with category concentration in Water Sports.,true,T5798
N7511,C000098,7670,Anna Smith,escalation_retention_case,executive_escalation,2026-05-06,Nelson DSS Synthetic CS,Customer Risk Review,Prepared next-step context for Anna Smith; retain evidence links before outreach.,true,T5798
