engagement_id,customer_id,source_customer_id,customer_full_name,event_date,event_type,campaign,channel,engagement_score
ENG000962,C000254,11738,Samuel Bryan,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000963,C000254,11738,Samuel Bryan,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000964,C000254,11738,Samuel Bryan,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG000965,C000254,11738,Samuel Bryan,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG000966,C000255,11156,Jessica Valdez,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000967,C000255,11156,Jessica Valdez,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000968,C000255,11156,Jessica Valdez,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG000969,C000255,11156,Jessica Valdez,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG000970,C000256,11833,Mary Weaver,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000971,C000256,11833,Mary Weaver,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000972,C000256,11833,Mary Weaver,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG000973,C000256,11833,Mary Weaver,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG000974,C000257,7460,Ethan Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000975,C000257,7460,Ethan Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000976,C000257,7460,Ethan Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG000977,C000258,8016,Patricia Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000978,C000258,8016,Patricia Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000979,C000258,8016,Patricia Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG000980,C000258,8016,Patricia Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG000981,C000259,2389,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000982,C000259,2389,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000983,C000259,2389,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG000984,C000259,2389,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG000985,C000260,3303,Mary Robinson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000986,C000260,3303,Mary Robinson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000987,C000260,3303,Mary Robinson,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG000988,C000260,3303,Mary Robinson,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG000989,C000261,6643,Nicholas Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000990,C000261,6643,Nicholas Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000991,C000261,6643,Nicholas Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG000992,C000261,6643,Nicholas Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG000993,C000262,11134,Robert Lopez,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000994,C000262,11134,Robert Lopez,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000995,C000262,11134,Robert Lopez,2026-05-08,promo_response,Reactivation,Email,18
ENG000996,C000263,6137,Eric Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG000997,C000263,6137,Eric Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG000998,C000263,6137,Eric Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG000999,C000263,6137,Eric Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001000,C000264,10610,Nancy Bryant,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001001,C000264,10610,Nancy Bryant,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001002,C000264,10610,Nancy Bryant,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001003,C000264,10610,Nancy Bryant,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001004,C000265,9928,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001005,C000265,9928,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001006,C000265,9928,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001007,C000265,9928,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001008,C000266,7789,Mary Sullivan,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001009,C000266,7789,Mary Sullivan,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001010,C000266,7789,Mary Sullivan,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001011,C000266,7789,Mary Sullivan,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001012,C000267,8156,Hannah Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001013,C000267,8156,Hannah Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001014,C000267,8156,Hannah Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG001015,C000268,11295,Mary Ayala,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001016,C000268,11295,Mary Ayala,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001017,C000268,11295,Mary Ayala,2026-05-08,promo_response,Reactivation,Email,18
ENG001018,C000269,2021,Theresa Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001019,C000269,2021,Theresa Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001020,C000269,2021,Theresa Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG001021,C000270,6474,Madison Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001022,C000270,6474,Madison Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001023,C000270,6474,Madison Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001024,C000270,6474,Madison Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001025,C000271,6213,Michael Richardson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001026,C000271,6213,Michael Richardson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001027,C000271,6213,Michael Richardson,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001028,C000271,6213,Michael Richardson,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001029,C000272,8652,Kenneth Newman,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001030,C000272,8652,Kenneth Newman,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001031,C000272,8652,Kenneth Newman,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001032,C000272,8652,Kenneth Newman,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001033,C000273,2303,Brittany Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001034,C000273,2303,Brittany Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001035,C000273,2303,Brittany Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001036,C000273,2303,Brittany Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001037,C000274,11931,Elizabeth Howell,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001038,C000274,11931,Elizabeth Howell,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001039,C000274,11931,Elizabeth Howell,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001040,C000274,11931,Elizabeth Howell,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001041,C000275,5477,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001042,C000275,5477,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001043,C000275,5477,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001044,C000275,5477,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001045,C000276,10198,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001046,C000276,10198,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001047,C000276,10198,Mary Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG001048,C000277,10108,Jose Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001049,C000277,10108,Jose Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001050,C000277,10108,Jose Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG001051,C000278,4599,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001052,C000278,4599,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001053,C000278,4599,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001054,C000278,4599,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001055,C000279,8052,Pamela Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001056,C000279,8052,Pamela Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001057,C000279,8052,Pamela Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001058,C000279,8052,Pamela Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001059,C000280,4588,Melissa Rosario,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001060,C000280,4588,Melissa Rosario,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001061,C000280,4588,Melissa Rosario,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001062,C000280,4588,Melissa Rosario,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001063,C000281,1285,Ruth Petersen,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001064,C000281,1285,Ruth Petersen,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001065,C000281,1285,Ruth Petersen,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001066,C000281,1285,Ruth Petersen,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001067,C000282,5491,Sharon Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001068,C000282,5491,Sharon Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001069,C000282,5491,Sharon Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001070,C000282,5491,Sharon Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001071,C000283,8380,Brittany Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001072,C000283,8380,Brittany Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001073,C000283,8380,Brittany Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001074,C000283,8380,Brittany Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001075,C000284,3031,Carol Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001076,C000284,3031,Carol Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001077,C000284,3031,Carol Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001078,C000284,3031,Carol Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001079,C000285,12094,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001080,C000285,12094,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001081,C000285,12094,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001082,C000285,12094,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001083,C000286,11112,Jessica Cowan,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001084,C000286,11112,Jessica Cowan,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001085,C000286,11112,Jessica Cowan,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001086,C000286,11112,Jessica Cowan,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001087,C000287,1824,Julia Tucker,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001088,C000287,1824,Julia Tucker,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001089,C000287,1824,Julia Tucker,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001090,C000287,1824,Julia Tucker,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001091,C000288,5519,Deborah Archer,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001092,C000288,5519,Deborah Archer,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001093,C000288,5519,Deborah Archer,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001094,C000288,5519,Deborah Archer,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001095,C000289,6893,Deborah Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001096,C000289,6893,Deborah Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001097,C000289,6893,Deborah Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001098,C000289,6893,Deborah Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001099,C000290,10672,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001100,C000290,10672,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001101,C000290,10672,Mary Smith,2026-05-08,promo_response,Reactivation,Email,18
ENG001102,C000291,5138,William Rivera,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001103,C000291,5138,William Rivera,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001104,C000291,5138,William Rivera,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001105,C000291,5138,William Rivera,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001106,C000292,10707,Mary Hansen,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001107,C000292,10707,Mary Hansen,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001108,C000292,10707,Mary Hansen,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001109,C000292,10707,Mary Hansen,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001110,C000293,10761,David Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001111,C000293,10761,David Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001112,C000293,10761,David Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001113,C000293,10761,David Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001114,C000294,1578,Lisa Harper,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001115,C000294,1578,Lisa Harper,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001116,C000294,1578,Lisa Harper,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001117,C000294,1578,Lisa Harper,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001118,C000295,8511,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001119,C000295,8511,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001120,C000295,8511,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001121,C000295,8511,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001122,C000296,7664,Brandon Walker,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001123,C000296,7664,Brandon Walker,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001124,C000296,7664,Brandon Walker,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001125,C000296,7664,Brandon Walker,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001126,C000297,1636,Julie Petersen,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001127,C000297,1636,Julie Petersen,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001128,C000297,1636,Julie Petersen,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001129,C000297,1636,Julie Petersen,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001130,C000298,9107,Mark Nunez,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001131,C000298,9107,Mark Nunez,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001132,C000298,9107,Mark Nunez,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001133,C000298,9107,Mark Nunez,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001134,C000299,7060,Virginia Carroll,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001135,C000299,7060,Virginia Carroll,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001136,C000299,7060,Virginia Carroll,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001137,C000299,7060,Virginia Carroll,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001138,C000300,9597,Lori Perez,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001139,C000300,9597,Lori Perez,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001140,C000300,9597,Lori Perez,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001141,C000300,9597,Lori Perez,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001142,C000301,7435,Susan Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001143,C000301,7435,Susan Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001144,C000301,7435,Susan Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001145,C000301,7435,Susan Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001146,C000302,4517,Mary Cline,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001147,C000302,4517,Mary Cline,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001148,C000302,4517,Mary Cline,2026-05-08,promo_response,Reactivation,Email,18
ENG001149,C000303,8078,Janet Thomas,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001150,C000303,8078,Janet Thomas,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001151,C000303,8078,Janet Thomas,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001152,C000303,8078,Janet Thomas,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001153,C000304,5321,Robert Rowe,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001154,C000304,5321,Robert Rowe,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001155,C000304,5321,Robert Rowe,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001156,C000304,5321,Robert Rowe,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001157,C000305,6266,Deborah Hunter,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001158,C000305,6266,Deborah Hunter,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001159,C000305,6266,Deborah Hunter,2026-05-08,promo_response,Reactivation,Email,18
ENG001160,C000306,6130,Donald Rodriguez,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001161,C000306,6130,Donald Rodriguez,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001162,C000306,6130,Donald Rodriguez,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001163,C000306,6130,Donald Rodriguez,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001164,C000307,3781,Richard Lara,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001165,C000307,3781,Richard Lara,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001166,C000307,3781,Richard Lara,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001167,C000307,3781,Richard Lara,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001168,C000308,8664,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001169,C000308,8664,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001170,C000308,8664,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001171,C000308,8664,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001172,C000309,11305,Mary Hartman,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001173,C000309,11305,Mary Hartman,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001174,C000309,11305,Mary Hartman,2026-05-08,promo_response,Reactivation,Email,18
ENG001175,C000310,9740,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001176,C000310,9740,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001177,C000310,9740,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001178,C000310,9740,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001179,C000311,3038,Mary Schmidt,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001180,C000311,3038,Mary Schmidt,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001181,C000311,3038,Mary Schmidt,2026-05-08,promo_response,Reactivation,Email,18
ENG001182,C000312,8071,Gary Baker,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001183,C000312,8071,Gary Baker,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001184,C000312,8071,Gary Baker,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001185,C000312,8071,Gary Baker,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001186,C000313,4454,Robert Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001187,C000313,4454,Robert Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001188,C000313,4454,Robert Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001189,C000313,4454,Robert Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001190,C000314,10008,Arthur Garrison,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001191,C000314,10008,Arthur Garrison,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001192,C000314,10008,Arthur Garrison,2026-05-08,promo_response,Reactivation,Email,18
ENG001193,C000315,1979,Kimberly Kramer,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001194,C000315,1979,Kimberly Kramer,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001195,C000315,1979,Kimberly Kramer,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001196,C000315,1979,Kimberly Kramer,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001197,C000316,9833,Jacob Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001198,C000316,9833,Jacob Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001199,C000316,9833,Jacob Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001200,C000316,9833,Jacob Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001201,C000317,4290,Lori Davis,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001202,C000317,4290,Lori Davis,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001203,C000317,4290,Lori Davis,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001204,C000317,4290,Lori Davis,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001205,C000318,11884,Evelyn Contreras,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001206,C000318,11884,Evelyn Contreras,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001207,C000318,11884,Evelyn Contreras,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001208,C000318,11884,Evelyn Contreras,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001209,C000319,3983,Mary Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001210,C000319,3983,Mary Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001211,C000319,3983,Mary Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001212,C000319,3983,Mary Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001213,C000320,5175,Mary Sullivan,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001214,C000320,5175,Mary Sullivan,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001215,C000320,5175,Mary Sullivan,2026-05-08,promo_response,Reactivation,Email,18
ENG001216,C000321,1664,Mary Arnold,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001217,C000321,1664,Mary Arnold,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001218,C000321,1664,Mary Arnold,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001219,C000321,1664,Mary Arnold,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001220,C000322,5752,Barbara Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001221,C000322,5752,Barbara Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001222,C000322,5752,Barbara Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001223,C000322,5752,Barbara Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001224,C000323,4980,Mary Wilson,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001225,C000323,4980,Mary Wilson,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001226,C000323,4980,Mary Wilson,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001227,C000323,4980,Mary Wilson,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001228,C000324,3800,Shawn Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001229,C000324,3800,Shawn Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001230,C000324,3800,Shawn Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001231,C000324,3800,Shawn Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001232,C000325,291,John Smith,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001233,C000325,291,John Smith,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001234,C000325,291,John Smith,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001235,C000325,291,John Smith,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001236,C000326,10185,Austin Buck,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001237,C000326,10185,Austin Buck,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001238,C000326,10185,Austin Buck,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001239,C000326,10185,Austin Buck,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001240,C000327,7190,Mary Mckinney,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001241,C000327,7190,Mary Mckinney,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001242,C000327,7190,Mary Mckinney,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001243,C000327,7190,Mary Mckinney,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001244,C000328,4697,Kathryn Singh,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001245,C000328,4697,Kathryn Singh,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001246,C000328,4697,Kathryn Singh,2026-05-08,account_page_view,Service Recovery,Portal,22
ENG001247,C000328,4697,Kathryn Singh,2026-05-09,unsubscribe_risk,Escalation Follow-up,Email,-10
ENG001248,C000329,3735,Mary Lewis,2026-05-06,campaign_open,Retention Pulse,Email,8
ENG001249,C000329,3735,Mary Lewis,2026-05-07,campaign_click,Retention Pulse,Email,12
ENG001250,C000329,3735,Mary Lewis,2026-05-08,account_page_view,Service Recovery,Portal,22
