adjustment_id,customer_id,source_customer_id,customer_full_name,ticket_id,adjustment_type,amount,reason,status,created_date
ADJ000267,C001643,12178,Mary Mcgee,T5455,Credit,44.47,Billing inquiry,Pending Approval,2026-05-06
ADJ000268,C001663,929,Alan Smith,T5456,Refund,44.39,Refund request,Approved,2026-05-06
ADJ000269,C001687,12261,Mary Harris,T5457,Refund,44.29,Refund request,Approved,2026-05-06
ADJ000270,C001695,203,Madison Blankenship,T5458,Credit,44.20,Refund request,Pending Approval,2026-05-06
ADJ000271,C001708,937,Daniel Cole,T5459,Refund,44.16,Refund request,Approved,2026-05-06
ADJ000272,C001798,1793,Mary Burke,T5462,Credit,43.54,Billing inquiry,Pending Approval,2026-05-06
ADJ000273,C000107,9490,Mary Glass,T5465,Credit,69.84,Cancellation request,Pending Approval,2026-05-06
ADJ000274,C000189,7597,Catherine Smith,T5466,Credit,65.55,Product inquiry,Approved,2026-05-06
ADJ000275,C000294,1578,Lisa Harper,T5468,Credit,61.34,Billing inquiry,Pending Approval,2026-05-06
ADJ000276,C000440,2755,Andrew Smith,T5471,Credit,57.79,Refund request,Pending Approval,2026-05-06
ADJ000277,C000543,1901,Jacob Smith,T5472,Credit,56.01,Product inquiry,Approved,2026-05-06
ADJ000278,C000688,2969,Mary Fernandez,T5476,Credit,53.67,Billing inquiry,Approved,2026-05-06
ADJ000279,C000706,6256,Mary Murray,T5477,Refund,53.41,Refund request,Approved,2026-05-06
ADJ000280,C000713,7327,Tammy Hood,T5478,Credit,53.33,Cancellation request,Pending Approval,2026-05-06
ADJ000281,C000821,3074,Mary Smith,T5480,Credit,51.89,Refund request,Pending Approval,2026-05-06
ADJ000282,C000838,5741,Mary Spencer,T5482,Credit,51.70,Cancellation request,Approved,2026-05-06
ADJ000283,C000929,9992,Mary Smith,T5485,Credit,50.70,Technical issue,Pending Approval,2026-05-06
ADJ000284,C000963,7042,Mary Hudson,T5487,Refund,50.20,Refund request,Approved,2026-05-06
ADJ000285,C001071,8365,Matthew Norman,T5488,Credit,49.00,Technical issue,Pending Approval,2026-05-06
ADJ000286,C001154,3926,Ann Allison,T5490,Credit,48.27,Cancellation request,Approved,2026-05-06
ADJ000287,C001328,8298,Theresa Russell,T5492,Credit,46.70,Technical issue,Approved,2026-05-06
ADJ000288,C001334,10925,Marie Abbott,T5493,Credit,46.69,Billing inquiry,Pending Approval,2026-05-06
ADJ000289,C001598,2321,Mary Patel,T5494,Credit,44.74,Refund request,Pending Approval,2026-05-06
ADJ000290,C001918,5236,Jessica Roberts,T5499,Credit,42.69,Product inquiry,Pending Approval,2026-05-06
ADJ000291,C001953,2676,Jeffrey Smith,T5500,Credit,42.52,Billing inquiry,Pending Approval,2026-05-06
ADJ000292,C000004,1657,Betty Phillips,T5501,Credit,92.24,Cancellation request,Approved,2026-05-06
ADJ000293,C000034,9557,Mary Figueroa,T5502,Credit,77.82,Billing inquiry,Pending Approval,2026-05-06
ADJ000294,C000093,1540,Mary Mckee,T5503,Credit,70.94,Technical issue,Approved,2026-05-06
ADJ000295,C000399,8368,Susan Smith,T5506,Credit,58.74,Billing inquiry,Pending Approval,2026-05-06
ADJ000296,C000462,3295,Maria Joseph,T5507,Credit,57.34,Cancellation request,Pending Approval,2026-05-06
ADJ000297,C000553,10253,Kyle Smith,T5508,Credit,55.88,Cancellation request,Pending Approval,2026-05-06
ADJ000298,C000710,744,Gary Hodges,T5510,Credit,53.39,Product inquiry,Approved,2026-05-06
ADJ000299,C000727,10543,Jonathan Smith,T5511,Refund,53.11,Refund request,Approved,2026-05-06
ADJ000300,C000781,4991,Mary Krause,T5513,Refund,52.40,Refund request,Approved,2026-05-06
ADJ000301,C000795,9819,Crystal Smith,T5514,Credit,52.26,Product inquiry,Pending Approval,2026-05-06
ADJ000302,C000800,12210,Mary Smith,T5515,Credit,52.19,Technical issue,Pending Approval,2026-05-06
ADJ000303,C000849,3676,Mary Smith,T5517,Credit,51.56,Billing inquiry,Pending Approval,2026-05-06
ADJ000304,C000863,4931,Arthur Smith,T5518,Credit,51.44,Billing inquiry,Approved,2026-05-06
ADJ000305,C000892,9847,Mary Smith,T5519,Credit,51.16,Product inquiry,Pending Approval,2026-05-06
ADJ000306,C000923,4238,Bryan Griffin,T5520,Credit,50.77,Technical issue,Pending Approval,2026-05-06
ADJ000307,C000971,242,Mary Stein,T5521,Credit,50.10,Cancellation request,Pending Approval,2026-05-06
ADJ000308,C001087,376,Grace Sanchez,T5523,Credit,48.87,Product inquiry,Approved,2026-05-06
ADJ000309,C001110,4109,Scott Shaffer,T5524,Credit,48.65,Cancellation request,Approved,2026-05-06
ADJ000310,C001152,5388,David Ashley,T5525,Refund,48.29,Refund request,Approved,2026-05-06
ADJ000311,C001172,7593,Roger Bowman,T5526,Refund,48.09,Refund request,Approved,2026-05-06
ADJ000312,C001249,383,Evelyn Smith,T5527,Credit,47.40,Refund request,Pending Approval,2026-05-06
ADJ000313,C001274,8674,Mary Rhodes,T5528,Credit,47.19,Refund request,Pending Approval,2026-05-06
ADJ000314,C001463,6671,Randy Chambers,T5533,Refund,45.68,Refund request,Approved,2026-05-06
ADJ000315,C001725,1460,George Williams,T5536,Refund,44.07,Refund request,Approved,2026-05-06
ADJ000316,C001829,8403,Joseph Smith,T5538,Credit,43.30,Technical issue,Approved,2026-05-06
ADJ000317,C001907,12288,Karen Smith,T5541,Credit,42.75,Product inquiry,Pending Approval,2026-05-06
ADJ000318,C000195,11337,Mary Howell,T5544,Refund,65.25,Refund request,Approved,2026-05-06
ADJ000319,C000265,9928,Mary Smith,T5545,Credit,62.41,Cancellation request,Pending Approval,2026-05-06
ADJ000320,C000317,4290,Lori Davis,T5547,Credit,60.59,Technical issue,Approved,2026-05-06
ADJ000321,C000420,6230,Kenneth Cameron,T5548,Refund,58.26,Refund request,Approved,2026-05-06
ADJ000322,C000456,11741,Mary Smith,T5549,Refund,57.46,Refund request,Approved,2026-05-06
ADJ000323,C000588,10849,Hannah Simpson,T5552,Credit,55.24,Technical issue,Pending Approval,2026-05-06
ADJ000324,C000613,3180,Raymond Smith,T5553,Credit,54.73,Technical issue,Pending Approval,2026-05-06
ADJ000325,C000663,4399,Richard Smith,T5554,Credit,54.04,Billing inquiry,Approved,2026-05-06
ADJ000326,C000733,364,Jason Mcmahon,T5555,Credit,53.04,Product inquiry,Pending Approval,2026-05-06
ADJ000327,C000752,1627,Mary Gonzales,T5556,Credit,52.85,Billing inquiry,Pending Approval,2026-05-06
ADJ000328,C000888,11678,Olivia Smith,T5559,Credit,51.19,Product inquiry,Pending Approval,2026-05-06
ADJ000329,C001019,10934,Tiffany Walker,T5561,Credit,49.59,Technical issue,Pending Approval,2026-05-06
ADJ000330,C001268,7216,Mary Hendrix,T5565,Credit,47.29,Cancellation request,Approved,2026-05-06
ADJ000331,C001403,3375,Mary Sanchez,T5568,Credit,46.19,Billing inquiry,Approved,2026-05-06
ADJ000332,C001442,1273,Maria Evans,T5570,Credit,45.89,Cancellation request,Pending Approval,2026-05-06
ADJ000333,C001593,10257,Michael Smith,T5574,Credit,44.75,Cancellation request,Pending Approval,2026-05-06
ADJ000334,C001964,8136,Charles Smith,T5578,Credit,42.45,Billing inquiry,Approved,2026-05-06
ADJ000335,C000170,6303,Mary Smith,T5581,Credit,66.17,Cancellation request,Pending Approval,2026-05-06
ADJ000336,C000186,10601,Patrick Mayo,T5582,Refund,65.74,Refund request,Approved,2026-05-06
ADJ000337,C000222,11733,Christopher Chan,T5583,Credit,64.20,Cancellation request,Approved,2026-05-06
ADJ000338,C000237,938,Cheryl Smith,T5584,Credit,63.64,Cancellation request,Approved,2026-05-06
ADJ000339,C000260,3303,Mary Robinson,T5585,Credit,62.51,Cancellation request,Pending Approval,2026-05-06
ADJ000340,C000297,1636,Julie Petersen,T5586,Credit,61.29,Refund request,Pending Approval,2026-05-06
ADJ000341,C000482,8895,Mary Ferguson,T5587,Credit,56.95,Refund request,Pending Approval,2026-05-06
ADJ000342,C000487,4013,Gloria Thornton,T5588,Refund,56.89,Refund request,Approved,2026-05-06
ADJ000343,C000521,640,Jean Smith,T5589,Credit,56.34,Billing inquiry,Pending Approval,2026-05-06
ADJ000344,C000644,12238,Rebecca Gallagher,T5590,Credit,54.30,Technical issue,Approved,2026-05-06
ADJ000345,C000656,11224,Mary Smith,T5591,Refund,54.18,Refund request,Approved,2026-05-06
ADJ000346,C000719,6350,Mary Wilson,T5592,Refund,53.29,Refund request,Approved,2026-05-06
ADJ000347,C000725,5490,Mary Richardson,T5593,Credit,53.12,Technical issue,Pending Approval,2026-05-06
ADJ000348,C000758,502,Jennifer May,T5595,Credit,52.69,Billing inquiry,Approved,2026-05-06
ADJ000349,C000785,12013,Katherine Kramer,T5597,Credit,52.39,Cancellation request,Pending Approval,2026-05-06
ADJ000350,C000814,9375,George Smith,T5598,Credit,51.92,Technical issue,Approved,2026-05-06
ADJ000351,C000825,6342,Kimberly Blair,T5599,Credit,51.89,Technical issue,Pending Approval,2026-05-06
ADJ000352,C000855,7677,Mary Bonilla,T5600,Credit,51.50,Technical issue,Approved,2026-05-06
ADJ000353,C000911,4901,Brenda Smith,T5602,Credit,50.89,Technical issue,Approved,2026-05-06
ADJ000354,C000991,888,Mary Smith,T5603,Credit,49.94,Billing inquiry,Pending Approval,2026-05-06
ADJ000355,C001009,10567,Diana Smith,T5604,Credit,49.70,Refund request,Pending Approval,2026-05-06
ADJ000356,C001031,6405,Mary Anderson,T5605,Credit,49.41,Product inquiry,Pending Approval,2026-05-06
ADJ000357,C001237,1848,Mary Brown,T5608,Refund,47.50,Refund request,Approved,2026-05-06
ADJ000358,C001279,3316,Mary Oconnor,T5609,Credit,47.14,Technical issue,Pending Approval,2026-05-06
ADJ000359,C001367,4479,Billy Mooney,T5610,Refund,46.49,Refund request,Approved,2026-05-06
ADJ000360,C001476,6253,Mary Peterson,T5613,Refund,45.55,Refund request,Approved,2026-05-06
ADJ000361,C001477,1882,Jacob Wood,T5614,Refund,45.55,Refund request,Approved,2026-05-06
ADJ000362,C001827,8692,Vincent Smith,T5619,Credit,43.34,Product inquiry,Approved,2026-05-06
ADJ000363,C001994,1164,Mary Hahn,T5623,Credit,42.32,Cancellation request,Approved,2026-05-06
ADJ000364,C000023,1443,Denise Cohen,T5624,Credit,81.50,Technical issue,Pending Approval,2026-05-06
ADJ000365,C000159,5493,Mary Cochran,T5627,Credit,66.84,Technical issue,Pending Approval,2026-05-06
ADJ000366,C000236,1826,Matthew Smith,T5628,Credit,63.67,Billing inquiry,Approved,2026-05-06
ADJ000367,C000238,2330,Sharon Sellers,T5629,Credit,63.56,Billing inquiry,Approved,2026-05-06
ADJ000368,C000279,8052,Pamela Smith,T5630,Credit,61.89,Product inquiry,Pending Approval,2026-05-06
ADJ000369,C000334,8847,Ruth Brown,T5631,Refund,60.07,Refund request,Approved,2026-05-06
ADJ000370,C000410,7082,Adam Blair,T5633,Credit,58.44,Cancellation request,Pending Approval,2026-05-06
ADJ000371,C000601,801,Elizabeth Parker,T5637,Credit,55.04,Cancellation request,Pending Approval,2026-05-06
ADJ000372,C000659,4212,Robert Mendez,T5639,Credit,54.12,Product inquiry,Pending Approval,2026-05-06
ADJ000373,C000676,6288,Catherine Johnson,T5640,Refund,53.89,Refund request,Approved,2026-05-06
ADJ000374,C000789,7988,Mary Rice,T5642,Credit,52.34,Billing inquiry,Pending Approval,2026-05-06
ADJ000375,C000828,5946,Daniel Smith,T5643,Credit,51.84,Billing inquiry,Approved,2026-05-06
ADJ000376,C000936,11694,Margaret Rios,T5644,Credit,50.64,Cancellation request,Pending Approval,2026-05-06
ADJ000377,C001033,3033,Kevin Larsen,T5645,Refund,49.40,Refund request,Approved,2026-05-06
ADJ000378,C001062,4861,Rebecca Smith,T5646,Refund,49.10,Refund request,Approved,2026-05-06
ADJ000379,C001362,2367,Sean Smith,T5649,Refund,46.53,Refund request,Approved,2026-05-06
ADJ000380,C001546,512,Mary Harris,T5650,Credit,45.05,Technical issue,Pending Approval,2026-05-06
ADJ000381,C001554,4941,Mary Smith,T5651,Credit,45.00,Technical issue,Approved,2026-05-06
ADJ000382,C001601,377,Mary Smith,T5652,Credit,44.73,Product inquiry,Approved,2026-05-06
ADJ000383,C001883,9176,Theresa Smith,T5654,Credit,42.90,Billing inquiry,Pending Approval,2026-05-06
ADJ000384,C001886,5913,Cynthia Daniel,T5655,Refund,42.88,Refund request,Approved,2026-05-06
ADJ000385,C001911,1677,Virginia Robles,T5656,Refund,42.70,Refund request,Approved,2026-05-06
ADJ000386,C001920,1651,Stephanie Smith,T5657,Credit,42.68,Refund request,Pending Approval,2026-05-06
ADJ000387,C001997,8684,Tiffany Brown,T5658,Credit,42.30,Technical issue,Approved,2026-05-06
ADJ000388,C000100,11378,Mary Foster,T5660,Refund,70.34,Refund request,Approved,2026-05-06
ADJ000389,C000241,7211,Kathleen Smith,T5663,Credit,63.14,Billing inquiry,Approved,2026-05-06
ADJ000390,C000403,194,Mary Bates,T5667,Credit,58.51,Technical issue,Pending Approval,2026-05-06
ADJ000391,C000414,5570,Mary Smith,T5668,Credit,58.39,Refund request,Pending Approval,2026-05-06
ADJ000392,C000915,1430,Henry Smith,T5675,Credit,50.85,Product inquiry,Approved,2026-05-06
ADJ000393,C000966,4320,Jordan Taylor,T5676,Credit,50.16,Product inquiry,Approved,2026-05-06
ADJ000394,C000986,11668,Jean Smith,T5677,Refund,49.99,Refund request,Approved,2026-05-06
ADJ000395,C001067,6759,Matthew Smith,T5678,Credit,49.04,Technical issue,Approved,2026-05-06
ADJ000396,C001121,10928,Sharon Smith,T5680,Credit,48.59,Technical issue,Pending Approval,2026-05-06
ADJ000397,C001205,5989,Kathleen Becker,T5683,Refund,47.80,Refund request,Approved,2026-05-06
ADJ000398,C001242,2469,Shawn Smith,T5684,Credit,47.49,Product inquiry,Pending Approval,2026-05-06
ADJ000399,C001265,5805,Raymond Bray,T5685,Credit,47.29,Technical issue,Pending Approval,2026-05-06
ADJ000400,C001286,5280,Mary Day,T5686,Credit,47.09,Billing inquiry,Approved,2026-05-06
ADJ000401,C001381,1038,Christine Briggs,T5687,Refund,46.36,Refund request,Approved,2026-05-06
ADJ000402,C001519,6279,Gary Lewis,T5692,Credit,45.30,Product inquiry,Approved,2026-05-06
ADJ000403,C001524,3985,Debra Gates,T5693,Credit,45.20,Cancellation request,Pending Approval,2026-05-06
ADJ000404,C001583,11618,Tammy Smith,T5695,Refund,44.80,Refund request,Approved,2026-05-06
ADJ000405,C001670,5731,Jennifer Smith,T5697,Credit,44.36,Cancellation request,Approved,2026-05-06
ADJ000406,C001768,2586,Mary Little,T5698,Credit,43.75,Billing inquiry,Pending Approval,2026-05-06
ADJ000407,C001771,4730,Karen Smith,T5699,Refund,43.70,Refund request,Approved,2026-05-06
ADJ000408,C001803,3890,Gregory Snyder,T5701,Credit,43.50,Product inquiry,Pending Approval,2026-05-06
ADJ000409,C001834,6915,Robert Whitney,T5702,Credit,43.28,Technical issue,Pending Approval,2026-05-06
ADJ000410,C001932,2668,Mary Davis,T5703,Credit,42.60,Product inquiry,Approved,2026-05-06
ADJ000411,C001971,12045,Jeffrey Ryan,T5704,Credit,42.44,Product inquiry,Approved,2026-05-06
ADJ000412,C000013,10235,Joseph Singh,T5705,Refund,84.04,Refund request,Approved,2026-05-06
ADJ000413,C000016,2292,Ashley Smith,T5706,Credit,82.93,Product inquiry,Approved,2026-05-06
ADJ000414,C000067,9821,Deborah Smith,T5707,Credit,73.28,Technical issue,Approved,2026-05-06
ADJ000415,C000078,468,Mary Stone,T5708,Credit,72.11,Cancellation request,Pending Approval,2026-05-06
ADJ000416,C000122,8314,Angela Walsh,T5710,Credit,68.91,Billing inquiry,Pending Approval,2026-05-06
ADJ000417,C000153,5371,Emma Robinson,T5711,Credit,67.04,Refund request,Pending Approval,2026-05-06
ADJ000418,C000240,1948,Peter Smith,T5712,Credit,63.19,Technical issue,Approved,2026-05-06
ADJ000419,C000299,7060,Virginia Carroll,T5713,Credit,61.28,Product inquiry,Approved,2026-05-06
ADJ000420,C000373,2205,Wayne Rodriguez,T5715,Credit,59.26,Refund request,Pending Approval,2026-05-06
ADJ000421,C000418,1222,Michael Garcia,T5716,Refund,58.33,Refund request,Approved,2026-05-06
ADJ000422,C000475,10307,Bobby Miller,T5717,Credit,57.16,Technical issue,Pending Approval,2026-05-06
ADJ000423,C000576,6430,Mary Jackson,T5719,Credit,55.41,Product inquiry,Pending Approval,2026-05-06
ADJ000424,C000664,6393,Mary Smith,T5720,Credit,54.04,Cancellation request,Pending Approval,2026-05-06
ADJ000425,C000691,7282,Jennifer Clark,T5721,Credit,53.64,Billing inquiry,Pending Approval,2026-05-06
ADJ000426,C000983,6969,Mary Smith,T5726,Refund,50.01,Refund request,Approved,2026-05-06
ADJ000427,C001003,1715,Mary Henson,T5727,Refund,49.74,Refund request,Approved,2026-05-06
ADJ000428,C001005,10457,Elizabeth Watkins,T5728,Credit,49.71,Cancellation request,Pending Approval,2026-05-06
ADJ000429,C001043,3580,Jessica Larson,T5729,Credit,49.30,Cancellation request,Approved,2026-05-06
ADJ000430,C001182,11689,Samantha Parker,T5733,Credit,48.04,Refund request,Pending Approval,2026-05-06
ADJ000431,C001195,8892,Russell Dennis,T5735,Credit,47.89,Technical issue,Pending Approval,2026-05-06
ADJ000432,C001282,5427,Betty Lester,T5736,Credit,47.10,Cancellation request,Approved,2026-05-06
ADJ000433,C001305,4876,Harry Smith,T5737,Credit,46.90,Billing inquiry,Approved,2026-05-06
ADJ000434,C001429,3656,Willie Smith,T5739,Credit,45.99,Technical issue,Approved,2026-05-06
ADJ000435,C001532,7958,Jessica Cochran,T5741,Credit,45.19,Technical issue,Pending Approval,2026-05-06
ADJ000436,C001585,8013,Mary Adams,T5742,Credit,44.80,Cancellation request,Pending Approval,2026-05-06
ADJ000437,C001602,8602,Timothy Gilbert,T5743,Credit,44.72,Technical issue,Pending Approval,2026-05-06
ADJ000438,C001609,5431,Judith Peck,T5744,Credit,44.69,Cancellation request,Pending Approval,2026-05-06
ADJ000439,C001728,440,Mary Skinner,T5745,Refund,44.05,Refund request,Approved,2026-05-06
ADJ000440,C001835,9093,Andrew Flores,T5747,Credit,43.26,Technical issue,Approved,2026-05-06
ADJ000441,C000008,4249,Mary Butler,T5749,Credit,89.19,Technical issue,Pending Approval,2026-05-06
ADJ000442,C000032,10591,Deborah Humphrey,T5750,Credit,78.89,Cancellation request,Pending Approval,2026-05-06
ADJ000443,C000044,749,Jesse Matthews,T5751,Credit,76.49,Technical issue,Pending Approval,2026-05-06
ADJ000444,C000074,11048,Randy Ball,T5753,Credit,72.39,Cancellation request,Pending Approval,2026-05-06
ADJ000445,C000083,9358,Mary Smith,T5756,Refund,71.83,Refund request,Approved,2026-05-06
ADJ000446,C000193,11132,Jonathan Washington,T5757,Refund,65.33,Refund request,Approved,2026-05-06
ADJ000447,C000322,5752,Barbara Smith,T5760,Refund,60.44,Refund request,Approved,2026-05-06
ADJ000448,C000330,2462,Lawrence Kent,T5761,Credit,60.15,Technical issue,Pending Approval,2026-05-06
ADJ000449,C000463,4257,William Smith,T5762,Refund,57.34,Refund request,Approved,2026-05-06
ADJ000450,C000646,7616,Mary Mason,T5766,Credit,54.29,Refund request,Pending Approval,2026-05-06
ADJ000451,C000761,3501,Rachel Davila,T5770,Credit,52.64,Product inquiry,Approved,2026-05-06
ADJ000452,C000988,11861,Brittany Bentley,T5777,Credit,49.95,Cancellation request,Pending Approval,2026-05-06
ADJ000453,C001070,4916,Larry Smith,T5780,Credit,49.01,Billing inquiry,Pending Approval,2026-05-06
ADJ000454,C001233,10631,Frances Smith,T5781,Refund,47.53,Refund request,Approved,2026-05-06
ADJ000455,C001284,8929,David Smith,T5783,Credit,47.09,Cancellation request,Approved,2026-05-06
ADJ000456,C001295,3925,Mary Hicks,T5784,Credit,46.99,Refund request,Pending Approval,2026-05-06
ADJ000457,C001340,10022,Alice Smith,T5786,Credit,46.65,Billing inquiry,Pending Approval,2026-05-06
ADJ000458,C001383,8949,Mary Thompson,T5787,Credit,46.34,Refund request,Pending Approval,2026-05-06
ADJ000459,C001407,11311,Julie White,T5788,Credit,46.17,Product inquiry,Pending Approval,2026-05-06
ADJ000460,C001409,11801,Shirley Smith,T5789,Credit,46.14,Product inquiry,Pending Approval,2026-05-06
ADJ000461,C001711,5665,Mary Smith,T5790,Credit,44.14,Billing inquiry,Pending Approval,2026-05-06
ADJ000462,C001799,8845,Robert Deleon,T5791,Credit,43.54,Product inquiry,Approved,2026-05-06
ADJ000463,C001808,3155,Mary Haas,T5792,Credit,43.49,Cancellation request,Pending Approval,2026-05-06
ADJ000464,C001861,3499,Mildred Cole,T5793,Credit,43.00,Technical issue,Pending Approval,2026-05-06
ADJ000465,C001879,11954,Mary Smith,T5794,Credit,42.90,Product inquiry,Pending Approval,2026-05-06
ADJ000466,C000028,1011,Mary Smith,T5796,Credit,80.24,Refund request,Pending Approval,2026-05-06
ADJ000467,C000069,1577,Mary Smith,T5797,Credit,73.09,Technical issue,Approved,2026-05-06
ADJ000468,C000098,7670,Anna Smith,T5798,Credit,70.49,Refund request,Pending Approval,2026-05-06
ADJ000469,C000131,2074,Mary Gross,T5799,Credit,68.21,Product inquiry,Approved,2026-05-06
ADJ000470,C000145,437,Cynthia Benjamin,T5800,Refund,67.50,Refund request,Approved,2026-05-06
ADJ000471,C000258,8016,Patricia Smith,T5802,Credit,62.59,Technical issue,Pending Approval,2026-05-06
ADJ000472,C000284,3031,Carol Smith,T5804,Credit,61.60,Product inquiry,Pending Approval,2026-05-06
ADJ000473,C000350,1054,Barbara Cooley,T5807,Credit,59.74,Technical issue,Approved,2026-05-06
ADJ000474,C000425,6110,Mary Smith,T5808,Refund,58.23,Refund request,Approved,2026-05-06
ADJ000475,C000525,142,Heather Smith,T5810,Refund,56.25,Refund request,Approved,2026-05-06
ADJ000476,C000584,3830,William Smith,T5812,Credit,55.29,Billing inquiry,Approved,2026-05-06
ADJ000477,C000621,4704,Henry James,T5813,Refund,54.59,Refund request,Approved,2026-05-06
ADJ000478,C000709,5440,Mary Malone,T5815,Credit,53.39,Refund request,Pending Approval,2026-05-06
ADJ000479,C000867,7186,Mary Meadows,T5819,Refund,51.38,Refund request,Approved,2026-05-06
ADJ000480,C000890,11061,Joseph Webster,T5821,Credit,51.19,Product inquiry,Pending Approval,2026-05-06
ADJ000481,C000899,1685,Cheryl Buchanan,T5822,Credit,51.09,Cancellation request,Pending Approval,2026-05-06
ADJ000482,C001064,11077,Andrew Smith,T5827,Refund,49.05,Refund request,Approved,2026-05-06
ADJ000483,C001197,6883,Mary Smith,T5829,Credit,47.86,Billing inquiry,Approved,2026-05-06
ADJ000484,C001215,6942,Jordan Moran,T5830,Credit,47.65,Refund request,Pending Approval,2026-05-06
ADJ000485,C001453,6338,Sharon Snyder,T5831,Credit,45.76,Billing inquiry,Pending Approval,2026-05-06
ADJ000486,C001461,2301,Mary Smith,T5832,Refund,45.69,Refund request,Approved,2026-05-06
ADJ000487,C001462,10518,Jesse Dawson,T5833,Credit,45.69,Technical issue,Approved,2026-05-06
ADJ000488,C001481,7967,Samuel Jones,T5835,Credit,45.52,Refund request,Pending Approval,2026-05-06
ADJ000489,C001491,10454,Anthony Leblanc,T5836,Credit,45.46,Billing inquiry,Pending Approval,2026-05-06
ADJ000490,C001611,1889,Mary West,T5837,Credit,44.67,Cancellation request,Pending Approval,2026-05-06
ADJ000491,C001647,4153,Kathleen Torres,T5838,Credit,44.45,Billing inquiry,Pending Approval,2026-05-06
ADJ000492,C001762,98,William Smith,T5841,Credit,43.79,Product inquiry,Pending Approval,2026-05-06
ADJ000493,C001824,9949,Ashley Smith,T5844,Credit,43.39,Product inquiry,Approved,2026-05-06
ADJ000494,C001880,787,Amanda Ochoa,T5845,Refund,42.90,Refund request,Approved,2026-05-06
ADJ000495,C001937,3508,Randy Smith,T5847,Credit,42.59,Billing inquiry,Approved,2026-05-06
ADJ000496,C000089,4116,Mary Smith,T5850,Credit,71.14,Cancellation request,Pending Approval,2026-05-06
ADJ000497,C000108,7417,Mary Soto,T5851,Refund,69.84,Refund request,Approved,2026-05-06
ADJ000498,C000190,7717,Terry Smith,T5853,Refund,65.49,Refund request,Approved,2026-05-06
ADJ000499,C000224,1417,Rachel Smith,T5855,Credit,64.09,Billing inquiry,Approved,2026-05-06
ADJ000500,C000235,7926,Bobby Castillo,T5856,Credit,63.69,Billing inquiry,Approved,2026-05-06
ADJ000501,C000288,5519,Deborah Archer,T5857,Credit,61.51,Billing inquiry,Approved,2026-05-06
ADJ000502,C000300,9597,Lori Perez,T5859,Credit,61.23,Product inquiry,Pending Approval,2026-05-06
ADJ000503,C000338,1014,Mary Maxwell,T5861,Credit,59.99,Billing inquiry,Approved,2026-05-06
ADJ000504,C000400,3373,Mary Willis,T5862,Refund,58.59,Refund request,Approved,2026-05-06
ADJ000505,C000467,1658,Dylan Conner,T5863,Refund,57.29,Refund request,Approved,2026-05-06
ADJ000506,C000472,9692,Carolyn Price,T5865,Credit,57.22,Billing inquiry,Approved,2026-05-06
ADJ000507,C000483,578,Dylan Knapp,T5866,Credit,56.94,Cancellation request,Approved,2026-05-06
ADJ000508,C000509,6092,Mary Smith,T5867,Credit,56.55,Refund request,Pending Approval,2026-05-06
ADJ000509,C000544,1853,Mary Austin,T5869,Credit,56.00,Cancellation request,Pending Approval,2026-05-06
ADJ000510,C000585,11056,Larry Booker,T5870,Refund,55.25,Refund request,Approved,2026-05-06
ADJ000511,C000609,11516,Kevin Smith,T5871,Credit,54.94,Technical issue,Pending Approval,2026-05-06
ADJ000512,C000658,10916,Randy Smith,T5875,Credit,54.14,Product inquiry,Approved,2026-05-06
ADJ000513,C000802,10803,Laura Carey,T5877,Credit,52.15,Technical issue,Approved,2026-05-06
ADJ000514,C000860,12207,Jose Smith,T5879,Credit,51.45,Billing inquiry,Pending Approval,2026-05-06
ADJ000515,C000905,6168,Arthur Li,T5881,Credit,51.00,Billing inquiry,Approved,2026-05-06
ADJ000516,C000981,1092,George Garcia,T5882,Refund,50.04,Refund request,Approved,2026-05-06
ADJ000517,C001028,10891,Mary Smith,T5883,Refund,49.45,Refund request,Approved,2026-05-06
ADJ000518,C001056,3678,Alice Castro,T5884,Credit,49.18,Product inquiry,Pending Approval,2026-05-06
ADJ000519,C001090,8754,Paul Sanchez,T5886,Refund,48.84,Refund request,Approved,2026-05-06
ADJ000520,C001213,1567,Danielle Smith,T5887,Refund,47.69,Refund request,Approved,2026-05-06
ADJ000521,C001267,8447,Michael Smith,T5888,Credit,47.29,Billing inquiry,Pending Approval,2026-05-06
ADJ000522,C001380,5234,Shirley Humphrey,T5891,Credit,46.36,Cancellation request,Pending Approval,2026-05-06
ADJ000523,C001480,5683,Rachel Smith,T5894,Refund,45.52,Refund request,Approved,2026-05-06
ADJ000524,C001488,4202,Kimberly Griffin,T5895,Credit,45.49,Refund request,Pending Approval,2026-05-06
ADJ000525,C001525,9384,Mary Anderson,T5897,Credit,45.20,Cancellation request,Approved,2026-05-06
ADJ000526,C001660,4750,Mary Smith,T5899,Credit,44.39,Refund request,Pending Approval,2026-05-06
ADJ000527,C001810,1788,Timothy Smith,T5901,Credit,43.46,Technical issue,Approved,2026-05-06
ADJ000528,C001884,4778,Amy Campbell,T5904,Credit,42.90,Billing inquiry,Pending Approval,2026-05-06
ADJ000529,C001917,3951,Michael Smith,T5905,Credit,42.69,Billing inquiry,Approved,2026-05-06
ADJ000530,C001938,7879,Michelle Powell,T5906,Credit,42.59,Technical issue,Pending Approval,2026-05-06
ADJ000531,C000001,791,Mary Smith,T5907,Credit,105.24,Technical issue,Approved,2026-05-06
